"A375-MDSC1"	"A375-MDSC2"	"A375-MDSC3"	"MDSC+4-IPP1"	"MDSC+4-IPP2"	"MDSC+4-IPP3"	"Cultured Monocytes1"	"Cultured Monocytes2"	"Cultured Monocytes3"
"CD48"	4.44903	4.65923	4.56048	4.59753	4.55597	4.76958	4.59793	4.60527	4.60527
"CD5"	4.0307	4.14483	3.96906	3.9641	4.65422	4.96547	4.08167	4.37439	4.12983
"CD52"	7.12098	7.183595	7.36086	7.047465	6.95442	7.431915	7.69404	7.692385	7.631295
"CD53"	6.40224	6.49006	6.43076	7.38611	6.97201	7.30222	6.57556	6.61756	6.57755
"CD55"	2.66858	2.91464	2.928	3.59439	4.36711	3.94423	3.00489	3.1319	3.00489
"CD58"	7.5728	7.62335	7.71862	7.55545	7.36033	7.42936	6.26942	6.36814	6.59964
"CD59"	6.17876333333333	6.24772333333333	6.20447333333333	5.16775	5.30386666666667	5.16545333333333	5.98219666666667	5.79601	5.71717666666667
"CD5L"	7.401315	7.488855	7.551255	7.525405	7.393815	7.193145	8.308005	8.228245	8.16817
"CD6"	4.331915	4.29032	4.24907	4.80622	4.70636	4.65376	4.30168	4.34128	4.498615
"CD63"	3.25246	3.39861	3.04313	3.76596	3.66685	3.55008	3.3995	3.43167	3.7131
"CD68"	7.165465	7.244925	7.10925	6.860925	7.151	7.422005	6.306535	6.080695	6.02706
"CD69"	3.10953	2.95613	3.10953	2.74658	3.05401	3.26295	3.12154	3.10953	3.10953
"CD7"	13.6826666666667	13.6595333333333	13.5991666666667	13.5353666666667	13.5161666666667	13.4627333333333	13.3766333333333	13.437	13.3949666666667
"CD70"	4.39173	4.03193	3.97957	4.82351	4.58591	4.11015	4.04489	4.24309	4.24309
"CD72"	3.33855	3.33952666666667	3.34934333333333	3.40024	3.54587666666667	3.61407666666667	3.30834	3.40854333333333	3.25848
"CD74"	4.701546	4.694558	4.699558	4.662458	4.762914	4.98335	4.779676	4.740248	4.709332
"CD79A"	4.70437333333333	4.79622666666667	4.66147333333333	5.31343	5.19838666666667	5.03997	4.90209	4.92755333333333	4.96283333333333
"CD79B"	10.20687	10.214465	10.15432	10.80505	10.7603	10.802	10.69695	10.67145	10.665665
"CD80"	7.509595	7.56171	7.571795	6.13152	5.71278	6.11429	6.327325	6.47159	6.45805
"CD81"	5.186785	5.150255	5.411495	5.797795	5.981165	5.352165	6.17349	6.19559	6.18434
"CD82"	6.36797	6.544425	6.632495	5.5959575	5.773845	5.969695	7.0928975	7.0512275	7.2084675
"CD83"	4.40672	4.60619	4.67752	5.84507	5.78751	5.54515	6.00685	5.98827	6.22062
"CD84"	9.01769	9.031345	8.998075	9.305445	9.29181	9.34373	8.39615	8.271325	8.22222
"CD86"	3.685515	3.970015	3.613585	3.690355	3.30383	3.466605	3.404775	3.525755	3.548125
"CD8A"	5.95843	5.93452666666667	5.94898	5.24902	5.58983666666667	5.35614333333333	6.32825666666667	6.32553666666667	6.18084666666667
"CD8B"	4.85137333333333	4.92321	4.81677333333333	5.47127666666667	5.40158	5.67148333333333	4.08777333333333	4.16087666666667	4.28711666666667
"CD9"	5.092816	5.10778	5.038298	5.204358	5.34352	5.410944	5.179568	5.185098	5.22556
"CD93"	5.884845	5.91672	5.89463	6.748765	6.771475	6.87332	5.833515	5.91681	5.83898
"CD96"	11.882075	11.866325	11.85585	10.0987325	10.0960375	10.1305175	11.243125	11.24095	11.2967
"CD97"	6.36339	6.3852	6.53588	6.35363	6.30997	5.92367	5.6522	5.66691	5.70593
"CD99"	3.515625	3.520455	3.33321	3.701005	3.924465	3.68052	3.61475	3.673655	3.62701
"CD99L2"	10.53063	10.49272	10.52386	10.3111633333333	10.3519166666667	10.2498966666667	11.8391666666667	11.8780666666667	11.8524666666667
"CDA"	5.45080666666667	5.49189	5.40863666666667	5.40289333333333	5.79752	5.82108666666667	6.49281333333333	6.42142333333333	6.53723666666667
"CDADC1"	5.22209666666667	5.32907333333333	5.24827333333333	4.70738666666667	4.84895333333333	4.63704333333333	4.9385	4.93418666666667	5.00431
"CDAN1"	3.775605	3.822635	3.77262	4.011225	4.31767	4.12161	3.746565	3.832705	3.84179
"CDC123"	6.6063	6.64324	6.66062	6.20306	6.31917333333333	6.01217666666667	5.68807333333333	5.62267666666667	5.57479333333333
"CDC14A"	8.358015	8.382345	8.4269775	8.59728	8.4282375	8.6689575	8.8005675	8.9153025	8.763
"CDC14B"	6.2135975	6.30229	6.3551525	4.8616825	5.22441	4.6812275	6.9384825	6.92675	6.8779425
"CDC16"	7.32805333333333	7.22442	7.17964333333333	7.85866333333333	7.97616666666667	7.86303333333333	3.79907666666667	3.92358333333333	3.91388333333333
"CDC20"	6.15219	6.11643333333333	6.00689666666667	5.45093333333333	5.41501	5.08838	7.05161	7.07650333333333	6.93834
"CDC20B"	4.820895	4.867405	4.83819	4.790195	4.1709	4.820895	4.820895	4.83959	4.83438
"CDC23"	4.3969	4.53954	4.23881	4.86009	5.125445	5.030595	4.654115	4.59474	4.62252
"CDC25A"	2.84289	2.77929	2.69261	2.93241	3.15968	3.31301	2.90191	3.29629	2.90191
"CDC25B"	2.801565	2.71306	2.70667	3.101825	3.071805	3.475425	2.88278	2.80823	2.89968
"CDC25C"	10.1958	10.2668	10.2149	10.1921	10.0431	10.0226	9.35962	9.29675	9.25279
"CDC26"	5.00066	5.07421	5.18207	5.62164	5.18207	5.57139	5.33384	5.16895	5.18207
"CDC27"	3.59822	3.51067	3.61256	3.831935	3.852635	3.959245	5.611105	5.622155	5.925245
"CDC34"	2.76888	2.99348	2.65956	3.57644	4.04577	3.55009	2.93912	3.11793	2.99348
"CDC37"	3.97090333333333	3.90115	3.98657333333333	4.02830333333333	4.07470666666667	4.12446	3.97951666666667	4.08545333333333	4.17866666666667
"CDC37L1"	4.84141	5.034405	5.035585	5.0697625	4.87558	5.2249	5.150965	5.09985	5.1593475
"CDC40"	3.5657	3.500325	3.610975	4.013455	3.99555	4.417245	3.811165	3.948275	4.17813
"CDC42"	8.200755	8.14399	8.15118	7.9822075	8.060505	8.013635	7.60088	7.6265125	7.4889725
"CDC42BPA"	12.0055	12.038	12.0308	6.07996	6.66414	6.38388	13.772	13.7303	13.6956
"CDC42BPB"	5.39509	5.54044	5.08325	5.58067	5.75029	5.5326	5.54739	5.84353	5.80469
"CDC42BPG"	6.27823	6.3913825	6.38374	6.18695	6.19998	6.1471275	6.2645425	6.222625	6.2482
"CDC42EP1"	5.77873	5.97305	5.986485	5.60502	6.11766	6.265	6.40073	6.22736	6.22852
"CDC42EP2"	8.33799	8.271855	8.34536	8.09803	7.93985	7.881165	9.753935	9.621355	9.638
"CDC42EP3"	7.497345	7.380375	7.4901	5.63258	4.87336	4.985945	9.464045	9.21953	9.38318
"CDC42EP4"	4.521265	4.61083	4.605725	4.89708	4.389275	4.8521575	7.0648675	7.1114975	7.1373875
"CDC42EP5"	7.87958	7.88035	7.99245	8.68324	8.37431	8.49829	8.06741	7.94297	8.08792
"CDC42SE1"	4.586895	4.516745	4.3815	5.67695	5.12814	5.873595	4.46861	4.675895	4.713265
"CDC42SE2"	5.9450225	6.019915	5.976295	6.6516125	6.6709975	6.7327675	6.0600225	5.9601325	6.05586
"CDC5L"	6.1212275	6.1215	6.2535725	5.93845	6.1010525	5.86645	6.646855	6.594125	6.555195
"CDC6"	6.82833833333333	6.91540333333333	6.874745	5.63375166666667	4.93936166666667	5.26818166666667	11.5281333333333	11.74115	11.6481
"CDC7"	6.62281	6.62555	6.63462	6.89689	6.31892	6.70755	5.33559	5.46267	5.48206
"CDC73"	3.872745	3.79563	3.824815	5.92647	5.8729	6.021365	3.76137	3.524495	3.91486
"CDCA2"	3.30954	3.13006	3.39259	3.83708	3.72056	3.64706	3.49074	3.3995	3.29048
"CDCA3"	8.643865	8.460835	8.471435	7.706265	7.543385	7.334505	7.420785	7.4308	7.30475
"CDCA4"	8.18241666666667	8.18961666666667	8.18090666666667	7.66828666666667	7.70600333333333	7.84056333333333	7.54046	7.31868666666667	7.28446
"CDCA5"	8.09997	7.98681	7.94682	6.97883	6.86026	6.70761	7.9385	7.79116	7.79116
"CDCA7"	4.85741	4.76614	4.48633	5.53948	5.65397	5.93456	5.718	5.6668	5.60474
"CDCA7L"	6.06817	5.95806666666667	5.97625	6.30471333333333	6.77649	6.41628333333333	5.90998333333333	5.98720333333333	6.00680333333333
"CDCA8"	7.66567	7.68943	7.667745	8.22872	7.90759	8.02439	7.87358	7.956435	7.829025
"CDCP1"	8.38106	8.50631	8.50631	8.04896	8.21306	7.92578	8.87222	8.86513	8.86796
"CDH1"	8.3935	8.4113875	8.4620625	8.98953	8.9389075	8.89044	7.4840825	7.4531525	7.45683
"CDH10"	5.31117	5.24602	5.4582	5.39458	4.814325	5.25343	5.680995	5.625405	5.88251
"CDH11"	7.60938	7.63216	7.76842	4.59669	5.35198	4.74131	3.4172	3.52963	3.40835
"CDH12"	8.912882	8.85932	8.917242	9.841192	9.737192	9.721026	9.528978	9.531264	9.480674
"CDH13"	8.64766	8.66729	8.71824	8.79307	8.76897	8.71824	8.85088	8.71824	8.71824
"CDH15"	9.0275225	9.0384975	9.0055125	8.826095	8.787315	8.6545875	8.5653575	8.5960675	8.4786425
"CDH16"	5.6595625	5.843585	5.787405	5.382925	5.9195175	5.470575	5.894525	5.79537	5.894505
"CDH17"	5.91051	6.17802	6.05523	7.31092	6.61351	6.39848	5.56304	5.22536	5.35154
"CDH18"	7.66098	7.86014	7.84304	8.83993	8.97633	8.74501	5.68188	5.98255	6.43143
"CDH19"	6.480885	6.3524	6.35586	6.1622525	6.19073	5.50442	5.5927825	5.7663825	5.5050625
"CDH2"	3.75959	3.81724	3.87223	3.929485	3.90022	3.830605	3.615	3.45589	3.58818
"CDH20"	6.83228	6.68753	6.4791	7.3053	7.19548	6.92777	6.72344	6.83228	6.94599
"CDH22"	8.88959	8.85088	8.89277	7.94264	7.5451	7.40608	9.30661	9.19825	9.04442
"CDH23"	5.13229375	5.17859375	5.03058125	5.39618	5.48963125	5.38218375	5.643555	5.5557125	5.44428125
"CDH24"	5.44767	5.14453	5.47831	4.77072	4.23244	4.57937	6.77513	6.79817	6.80821
"CDH26"	2.43679	2.47872	2.47872	2.79359	2.90413	2.53308	2.37704	2.43643	2.4124
"CDH3"	9.91902666666667	9.92713333333333	9.89307	9.29223333333333	9.30120333333333	9.26821	8.54775666666667	8.62183666666667	8.53916666666667
"CDH4"	6.06414	6.05212333333333	5.94529666666667	6.83794333333333	6.37541333333333	6.71308333333333	4.10219666666667	3.82732	4.22751333333333
"CDH5"	2.84565	2.69988	2.79359	2.94452	3.21755	2.91441	2.84565	2.84565	2.71442
"CDH6"	2.13586	2.53308	2.41921	2.95437	3.00079	2.53308	2.6052	2.53308	2.79359
"CDH7"	6.598945	6.64935	6.70137	7.521375	7.352575	7.17264	6.584325	6.701555	6.67073
"CDH8"	8.40141666666667	8.48111	8.55632666666667	8.67515666666667	8.42031	8.66944	8.86541666666667	8.81054333333333	8.86013
"CDH9"	7.533324	7.731584	7.746058	7.907918	8.032202	7.754198	7.488692	7.46913	7.498916
"CDIPT"	12.0865	12.1188	12.1202	10.9172	10.9478	10.9002	11.7745	11.7172	11.8543
"CDK10"	8.6869	8.6483	8.68045	9.70053	9.59183	9.80102	9.17109	9.1662	9.26889
"CDK2"	4.95324	4.842475	4.84924	5.42283	5.45155	5.385625	4.298755	4.777375	4.77967
"CDK2AP2"	4.9853325	5.095105	5.16648	5.49042	5.1999075	5.5077025	7.49876	7.2494025	7.45957
"CDK3"	5.11235	5.10511	5.09602	5.75527	5.45871	5.83328	5.43037	5.56443	5.60621
"CDK4"	6.16356	6.28055333333333	6.19656333333333	6.45486333333333	6.39469	6.57748666666667	5.76250666666667	5.69160333333333	5.83351
"CDK5"	4.55594	4.57774	4.45641	4.85343	5.00111	5.29803	4.78228	4.71282	4.75504
"CDK5R1"	8.86794	8.61002	8.61002	8.87271	8.67418	8.7394	4.70543	4.59662	4.62921
"CDK5R2"	3.40089666666667	3.41042	3.30173333333333	3.68840666666667	3.47941333333333	3.54270666666667	3.48865	3.42420333333333	3.43443666666667
"CDK5RAP1"	6.48074	6.27668	6.3444	5.94416	4.68157	5.89645	7.31933	7.29647	7.28693
"CDK5RAP2"	8.7961825	8.9021425	8.8542	8.0124725	8.122725	8.228985	7.01167	7.06469	7.0833225
"CDK5RAP3"	6.7214	6.54836	6.85489	6.6737	6.61608	6.26078	8.33649	8.34946	8.28559
"CDK6"	2.67485	2.82184	2.96251	3.013035	3.52597	3.18292	3.04581	3.338515	3.21811
"CDK7"	6.72311666666667	6.63096333333333	6.59903	7.04794333333333	6.77882333333333	7.00924	6.51851666666667	6.30807	6.48174333333333
"CDK8"	4.31222	4.13757	4.19104	4.14724	4.63847	3.02557	4.66651	4.84133	4.64754
"CDK9"	2.8008475	2.779595	2.7686225	3.0475875	3.0903025	3.228525	2.65871	2.94317	2.852995
"CDKAL1"	4.03334	4.06619333333333	4.13095333333333	4.74737	4.64020333333333	5.14179333333333	3.22239666666667	3.09144333333333	3.05605
"CDKL1"	3.5229825	3.36382	3.4532475	4.068375	3.815705	4.0559825	3.5769575	3.571705	3.6807625
"CDKL2"	3.73187	3.62180666666667	3.68499333333333	3.36732333333333	3.83625	3.39003333333333	3.24082	3.20158333333333	3.27261333333333
"CDKL3"	9.94078	9.87949	9.93884	9.38588	9.4338	9.43356	8.72865	8.71184	8.63947
"CDKL5"	3.45402	3.36114	3.33653	3.77806	3.4118	3.53267	3.45402	3.81246	3.66443
"CDKN1A"	3.50036	3.656215	3.58875	3.183065	3.368275	3.278895	3.526285	3.676605	3.50036
"CDKN1B"	8.95716	9.04755	8.91089	9.35548	9.23592	8.81049	10.5908	10.5478	10.4329
"CDKN1C"	4.71886666666667	4.62537	4.56096	4.87079333333333	4.23358	5.30523666666667	4.87203333333333	4.83565	4.87427333333333
"CDKN2A"	5.05643	4.77893	4.81959	5.81041	5.28822	4.86889	4.37979	4.4908	4.49358
"CDKN2AIP"	6.23302166666667	6.24909333333333	6.26564833333333	5.41675166666667	5.62430333333333	5.578905	6.939175	6.92104166666667	6.93678333333333
"CDKN2AIPNL"	8.61965	8.46583	8.54195	7.49809	7.22793	7.20913	8.42343	8.36398	8.2232
"CDKN2B"	2.93984	3.01452	3.06485	2.79661	3.81112	3.28404	3.06485	2.95589	3.06485
"CDKN2C"	2.570043	2.583884	2.569151	2.770021	2.98808	3.036068	2.573755	2.620074	2.585703
"CDKN2D"	6.34661	6.4644	6.39658	6.19971	6.19735	6.30884	6.28643	6.40785	6.3118
"CDKN3"	3.02316	2.8522	2.80121	3.38611	3.23197	3.05814	2.89667	3.00082	2.85573
"CDO1"	5.50501	5.54691	5.46795	5.91581	5.61477	5.61422	5.37423	5.40217	5.44024
"CDON"	9.586178	9.539748	9.58848	9.61018	9.523818	9.491662	8.231628	8.305696	8.32413
"CDR1"	9.66916666666667	9.58224666666667	9.60557	9.91179666666667	9.82112	9.70672	10.3212333333333	10.3282	10.1410566666667
"CDR2"	3.901725	3.68974	3.788035	4.23936	4.257575	4.530145	3.967815	3.93838	4.040185
"CDR2L"	3.46853	3.45402	3.2992	4.44821	3.52305	4.19693	3.56521	3.68005	3.83408
"CDRT1"	8.45123	8.47054	8.33066	9.4416	9.47492	9.62424	8.55047	8.60506	8.58744
"CDRT4"	2.62184	2.57535	2.57242	3.60809	2.7107	2.5118	2.7905	2.72106	2.51799
"CDS1"	3.45257	3.45875	3.618285	3.39123	3.84687	3.786645	3.41588	3.425865	3.249825
"CDS2"	7.44153	7.24324	7.157585	7.534375	7.18465	7.74711	7.478015	7.575555	7.512555
"CDSN"	2.86075	2.65956	2.48865	3.29245	2.80523	3.70962	2.83312	2.79359	2.80523
"CDT1"	3.26334333333333	3.14662	3.42842666666667	3.43145	3.19136666666667	3.26644	2.89476	2.84178666666667	3.00094333333333
"CDV3"	7.03464666666667	7.06614333333333	7.0183	6.38965666666667	6.70517	6.93279	7.79208333333333	7.70499333333333	7.69989666666667
"CDX1"	6.97010833333333	6.91028166666667	6.79635833333333	4.09842166666667	4.06312666666667	4.05919333333333	3.565015	3.748085	3.71524166666667
"CDX2"	4.57136166666667	4.59095	4.54349666666667	4.81828333333333	4.92785666666667	4.83305166666667	4.63794833333333	4.65879333333333	4.75373833333333
"CDX4"	4.459975	4.461335	4.506115	4.96971	4.74887	4.123585	4.241535	4.28047	4.175585
"CDYL"	7.55472	7.60492	7.61492	8.18682	7.66854	8.12153	7.28945	7.29033	7.43977
"CDYL2"	9.58047	9.48819	9.51503	9.0632	8.97059	8.82232	8.79351	8.71382	8.724
"CEACAM1"	4.25589666666667	4.25149	4.20251666666667	4.37074333333333	4.57867666666667	4.40589333333333	2.81761666666667	2.89496666666667	2.85199666666667
"CEACAM19"	7.03699	7.06812	6.967785	7.939765	7.49871	7.41826	7.86581	7.82294	7.66631
"CEACAM21"	6.5003875	6.5403225	6.609345	6.651825	7.1708825	6.740185	6.220495	6.2404525	6.3452275
"CEACAM3"	3.9382	3.97011	3.91288	3.20248	3.34404	5.0558	6.94123	6.87793	6.81956
"CEACAM4"	6.6153075	6.723745	6.7026925	7.0197375	7.2434475	7.1628425	7.05136	6.928655	6.94068
"CEACAM5"	7.43203	7.37142	7.45074	8.09142	7.93944	7.92845	6.46236	6.08401	5.86175
"CEACAM6"	4.17225	4.39582333333333	4.42221	4.09296666666667	4.38154666666667	4.62411	5.05510666666667	5.13342666666667	5.4864
"CEACAM7"	4.3867	4.43834	4.659605	5.504815	5.5987175	5.57895	6.5585825	6.6851425	6.44524
"CEACAM8"	3.751175	3.76468	3.674625	4.143375	4.181655	4.145515	4.02493	4.15213	3.998345
"CEBPA"	3.41884	3.45402	3.44648	3.87219	3.14716	3.0586	3.46742	3.55199	3.44648
"CEBPB"	7.738272	7.756732	7.717324	6.412754	6.318122	6.399394	8.008672	8.075584	8.111512
"CEBPD"	2.53308	2.53308	2.41621	2.30485	2.98483	2.84289	2.53308	2.53308	2.53308
"CEBPE"	7.2741025	7.0269025	6.98291	6.96901	6.7464375	7.0395625	6.9857175	7.027715	6.8114325
"CEBPG"	5.64457	5.82369	5.83	7.01608	6.65372	6.82754	6.10185	6.13004	6.05809
"CEBPZ"	5.54715333333333	5.46546666666667	5.56756666666667	5.78625666666667	5.69882333333333	5.81108333333333	5.50105666666667	5.52652	5.47967666666667
"CECR1"	2.78304	2.79108	2.71492	3.17139	3.00771333333333	3.06445666666667	2.71608333333333	2.88324666666667	2.82746
"CECR2"	6.619065	6.57752	6.533925	6.593145	6.356655	6.521395	7.231265	7.171335	7.261985
"CECR5"	9.86133	9.8477025	9.8748	9.04581	9.147115	9.1231275	10.703275	10.7340125	10.7936775
"CECR6"	5.78779	5.590765	5.96296	4.43949	4.805205	4.97035	4.77839	4.56885	4.76952
"CELP"	6.74298333333333	6.66316333333333	6.59445666666667	7.73077666666667	7.68657666666667	7.87803666666667	6.75707666666667	6.74366333333333	6.65656333333333
"CELSR1"	5.661385	5.5607975	5.6333675	5.8935375	5.998895	5.428205	6.42349	6.3775925	6.50273
"CELSR2"	2.42869	2.42081	2.55265	2.72583	2.51172	2.6768	2.83739	2.794	2.73317
"CELSR3"	11.64365	11.62905	11.66285	9.4755	9.46615	9.440695	11.52515	11.6096	11.15285
"CEMP1"	3.42586	3.521835	3.411715	3.6231	4.063455	4.032735	3.689095	3.66844	3.5668
"CEND1"	2.97393	2.74416	3.02323	2.97393	3.56424	3.1947	2.94714	2.9756	2.97393
"CENPA"	4.23523	4.11857	4.34815	5.17281	5.90848	5.39705	4.26705	4.49863	4.49863
"CENPB"	6.163315	6.25273	6.305415	6.564675	6.495285	6.865765	5.89018	6.23046	5.82095
"CENPC1"	5.6287475	5.60356	5.655415	5.0130325	5.0943525	5.5718175	5.9412825	5.703375	5.917035
"CENPE"	5.67176	5.56187	5.6639625	5.432045	5.217305	5.45723	5.956645	5.9585225	6.0025325
"CENPF"	10.166	10.1441	10.1279	10.1425	10.2127	10.1548	8.38969	8.28102	8.3052
"CENPH"	7.328825	7.107185	7.22796	7.548715	7.452285	7.487005	7.947935	8.10138	7.921525
"CENPI"	5.2491175	5.10504	5.2275825	5.1818	5.5827275	5.7699375	5.211425	5.3221175	5.425305
"CENPJ"	3.83868	3.39327	3.72333	3.86488	4.78422	3.72835	3.83868	3.83868	3.93731
"CENPK"	9.19986	9.320415	9.224035	9.40682	9.350135	9.4483	8.87423	8.98776	9.01227
"CENPL"	4.879855	4.786645	4.490095	4.314525	4.533795	4.6562	4.31136	4.261015	4.364335
"CENPM"	5.38477714285714	5.43516571428571	5.48196285714286	5.92752285714286	5.70393857142857	5.63070571428571	5.79331857142857	5.62467857142857	5.75417285714286
"CENPN"	4.571275	4.615985	4.343965	5.047405	4.679035	5.02186	4.578545	4.837625	4.76377
"CENPO"	3.74142	3.6867	3.74142	3.98406	3.23197	4.11819	3.80228	3.74142	3.74142
"CENPQ"	4.80040166666667	4.93260333333333	4.83038333333333	4.11184833333333	4.211945	3.86536833333333	4.52093666666667	4.49178166666667	4.44564333333333
"CEP110"	2.44425	2.65277	2.66592	2.96479	3.00884	3.00225	3.56167	3.46638	3.80427
"CEP135"	2.59402	2.62835	2.74173	2.884	3.01645	2.77211	3.48085	3.00884	3.27267
"CEP152"	6.33044	6.333085	6.21181	6.461235	6.424205	6.528775	6.255015	6.19833	6.057675
"CEP164"	8.80981	8.89411	8.85512666666667	7.48185333333333	7.59118666666667	7.70655	6.79515666666667	6.83776333333333	6.81282333333333
"CEP170"	6.198475	6.365345	6.22038	6.48625	6.40313	6.45989	6.008125	6.05214	6.206485
"CEP192"	7.17008714285714	7.16321714285714	7.20515857142857	7.13055857142857	7.14033285714286	6.84916142857143	7.49663571428571	7.46529571428571	7.39264285714286
"CEP250"	7.17923	7.164685	7.189905	6.19325	6.175545	5.47338	7.999515	7.93539	7.968875
"CEP290"	7.9121075	7.85659	7.965465	7.3753275	7.368635	7.4548825	6.9491525	6.837945	6.87934
"CEP350"	3.75623	3.667005	3.82377	4.158375	4.58102	5.11182	3.73156	3.81344	3.67324
"CEP55"	6.22257	6.24872	6.329794	4.950602	4.752188	5.223394	9.086238	9.098038	9.00235
"CEP57"	6.99116	7.15406	7.0159	6.697	6.63295666666667	6.76835	7.79382333333333	7.66712333333333	7.68656
"CEP63"	5.790325	5.79718	5.552905	6.595185	6.333815	6.16989	5.931605	5.80133	5.802925
"CEP68"	5.68335	5.5127	5.49135	5.76847	6.00621	5.55584	5.77158	6.10983	5.99935
"CEP70"	3.6068	3.40453	3.4849	3.80643	4.12998	3.30562	3.72275	3.83104	3.6068
"CEP72"	3.28563666666667	3.13921666666667	3.12076	3.39787	3.54372	3.54333	3.31547	3.28651333333333	3.36289666666667
"CEP76"	5.90727666666667	5.92058	5.74729666666667	5.95824	6.07214666666667	5.8587	6.4699	6.49111666666667	6.54843666666667
"CEP97"	5.70415	5.74837	5.53732	6.71574	6.90081	6.80366	5.91836	5.93165	5.93165
"CEPT1"	3.22873	3.33769	3.17864	2.84249	3.77749	3.9801	3.33769	3.33769	2.99823
"CER1"	3.43878	3.59067	3.15897	4.20314	3.38097	3.10521	3.74809	4.04084	3.80427
"CERCAM"	3.09708	3.44624	3.25984	3.69202	3.51951	3.58375	3.64647	3.51951	3.24146
"CERK"	2.43964	2.74944	2.5874	3.12329	3.45606	2.91795	2.65547	2.74173	2.74944
"CES1"	4.47339	4.47339	4.22792	4.47339	4.68007	4.67487	4.3594	4.47339	4.93732
"CES2"	2.71539	2.57535	2.76824	2.864525	2.917155	2.6768	2.842205	2.77909	2.857355
"CES3"	3.17036	3.45402	3.41402	3.51687	3.7779	3.58598	3.32651	3.45402	3.71008
"CETN1"	2.436955	2.4191675	2.3959275	3.08152	2.8721475	2.8480475	2.5220775	2.5299425	2.5969425
"CETN2"	5.913945	5.83491	5.810055	6.07583	6.537365	6.403525	6.18293	6.16397	6.234695
"CETN3"	3.962885	3.980515	3.731255	4.271535	4.13231	4.56548	4.226985	4.47609	4.328565
"CETP"	5.07078	4.95678	5.01005	4.75627666666667	4.65515666666667	4.70876	4.97285666666667	4.95804333333333	4.92095666666667
"CFB"	11.6489	11.6692	11.621	10.8913	10.8657	10.8806	11.2374	11.2511	11.3353
"CFD"	7.54526	7.64864	7.52573	6.55164	6.55215	6.0741	5.81809	5.29056	6.01637
"CFDP1"	3.03726	3.10283	3.17838	3.07795	3.55106	3.22015	4.01316	3.57154	3.6955
"CFH"	8.597325	8.6234575	8.6402225	7.3351475	7.3397975	7.30015	8.23048	8.202365	8.216375
"CFHR2"	7.77372	7.88583	7.88815	7.7785275	7.767955	7.998115	7.8158775	7.89648	7.9226225
"CFHR3"	4.440565	4.56401	4.41229	3.881235	3.630445	3.855235	3.486225	3.438065	3.343405
"CFHR4"	4.95859	4.76703	4.90051	5.10437	5.07896	5.29364	5.07896	5.25879	5.07896
"CFHR5"	3.54663	3.24437	3.34213	3.50627	3.93842	3.46956	3.34909	3.79487	3.46956
"CFI"	4.66686	4.72985	4.43327	5.34337	5.49633	5.05886	4.78732	4.98016	4.80742
"CFL1"	6.372745	6.29595	6.211195	6.255725	5.850245	6.113665	5.21547	5.35292	5.58237
"CFL2"	6.68587	6.73058	6.70761	6.41001	6.63	6.70761	6.8329	6.89572	6.95914
"CFLAR"	4.1413	4.51987	4.28853	4.00054	4.68172	4.57237	6.7543	7.23148	6.83865
"CFP"	3.17036	3.19623	3.35357	4.14508	3.79642	4.15854	3.35708	3.23789	3.37812
"CFTR"	2.83950333333333	2.80696	2.80779	3.32919333333333	3.62339666666667	3.15384333333333	2.91534	2.78090333333333	2.92395333333333
"CGA"	2.7598	2.73633	2.73633	3.31586	2.90588	3.02557	2.84489	2.81312	3.10953
"CGGBP1"	6.19059	6.06405	6.289695	5.24129	5.45742	5.592825	6.803565	6.951625	6.77823
"CGN"	4.86615	4.961775	4.9724475	5.019945	4.9321575	5.2764875	4.7997475	4.822485	4.67925
"CGNL1"	4.7491	4.974005	4.949805	4.92927	4.83697	4.98373	3.95898	3.862625	3.882185
"CGREF1"	2.98121	3.08653	2.9903825	2.9971825	3.0041925	3.145035	2.93361	2.80112	2.923105
"CGRRF1"	6.744375	6.7631	6.777715	6.48458	5.87799	6.188295	7.65854	7.5647	7.478945
"CH25H"	4.42688333333333	4.2994	4.36947666666667	4.45654333333333	4.54198666666667	4.56108333333333	4.88348666666667	4.76000333333333	4.82684
"CHAC1"	5.20527	5.42854333333333	5.38530666666667	5.76985666666667	5.70469333333333	5.43066	5.65550666666667	5.64076333333333	5.66474
