"A375-MDSC1"	"A375-MDSC2"	"A375-MDSC3"	"MDSC+4-IPP1"	"MDSC+4-IPP2"	"MDSC+4-IPP3"	"Cultured Monocytes1"	"Cultured Monocytes2"	"Cultured Monocytes3"
"RET"	5.74062333333333	5.78392333333333	5.83599666666667	6.43387333333333	6.46809333333333	6.30422333333333	4.54421	4.75352333333333	4.56514666666667
"RETN"	5.547225	5.45444	5.297945	5.271875	5.489755	5.442775	7.37612	7.259815	7.26623
"RETNLB"	3.532715	3.74964	3.614015	3.658515	3.171205	3.494165	4.550245	4.26091	4.4276
"RETSAT"	6.02373	6.09122	6.10757	8.66158	8.62427	8.78439	4.01004	4.69101	5.00508
"REV1"	8.88416	8.97593	8.93642	9.13342	9.28802	8.72464	9.80494	9.66813	9.81437
"REV3L"	4.9734	4.868825	4.919425	4.798915	4.79691	5.030895	4.640535	4.792235	4.632205
"REXO1"	10.5336125	10.61559	10.59275	9.697005	9.6879825	9.7181125	8.99667	8.8814775	8.973265
"REXO1L1"	6.581025	6.54630666666667	6.54083833333333	6.88587666666667	6.93028166666667	7.03107	6.39112666666667	6.52502333333333	6.45163333333333
"REXO2"	4.09992	4.12778	4.17467	4.45609	4.58591	4.22624	4.47737	4.22624	4.22624
"REXO4"	3.92992	3.86174	3.898955	3.928795	4.07224	3.91735	3.975065	3.82114	4.18782
"RFC1"	6.10645	6.07101	6.10908	6.58137	6.41162	6.89294	5.83843	5.5682	6.10908
"RFC2"	4.968	4.97084	4.97084	5.17473	4.52784	4.71033	5.50788	5.23819	5.34521
"RFC3"	7.588608	7.613474	7.621956	8.183102	8.28983	8.260956	7.529726	7.37674	7.27576
"RFC4"	8.24333	8.204645	8.225525	7.045605	6.944335	6.943175	8.341845	8.25833	8.19335
"RFC5"	3.217815	3.325085	3.145445	3.500725	3.92085	3.70482	3.285345	3.24527	3.457205
"RFESD"	3.24593	3.26103	3.1622	3.847015	3.575035	3.601105	3.26222	3.326145	3.220605
"RFFL"	7.14182	7.42567333333333	7.16146333333333	6.74596	7.00113333333333	6.77682	7.51935333333333	7.69427666666667	7.2453
"RFK"	4.9695125	4.9670075	4.98534	4.785515	4.5458075	4.8504875	5.3654125	5.0925525	5.3394625
"RFNG"	3.882185	3.767545	3.779095	4.31554	4.12393	4.05575	3.882185	3.870385	3.90723
"RFT1"	7.41577	7.388405	7.387165	6.130575	6.67805	6.828125	7.62243	7.522525	7.583035
"RFTN1"	3.81809	3.51214	3.54079	5.02754	4.50997	4.2138	3.97733	3.87261	3.95948
"RFTN2"	3.80148	3.86631	3.81677	4.19415	4.12989	4.1244	4.02295	4.02295	4.07301
"RFWD2"	2.32588	2.32588	2.19862	2.96479	2.25341	2.6768	2.07142	2.23424	2.37056
"RFWD3"	8.78824333333333	9.02544333333333	8.80492333333333	7.11602333333333	7.15798333333333	7.07087666666667	4.56090333333333	4.57886	4.58986
"RFX1"	2.93581	2.83571	2.74839	3.09371	3.03419	2.96742	2.8901	2.824545	2.865735
"RFX2"	4.0479	4.32064	4.22717	4.32064	5.25784	4.118	4.60317	4.31174	4.75535
"RFX3"	8.0982	8.05004	8.10313666666667	6.24809	6.21870666666667	6.21003666666667	3.10606333333333	3.11727333333333	3.00153666666667
"RFX4"	4.5501275	4.5715	4.4970175	4.993385	5.1273	5.09505	4.2101525	4.24548	4.1983775
"RFX5"	6.42566333333333	6.35931333333333	6.35348666666667	5.98166666666667	6.07007666666667	6.03509666666667	6.48948666666667	6.35309666666667	6.30749666666667
"RFXANK"	9.30040615384615	9.30385076923077	9.28817	9.19449692307692	9.00890692307692	9.09144	8.98158153846154	9.13982923076923	8.96162923076923
"RFXAP"	3.692	3.86894	3.81938	3.86894	3.913	4.25862	4.12717	3.692	4.04721
"RG9MTD1"	2.77528	2.825525	2.906865	3.504125	3.7601	3.735015	3.09971	3.09	3.08225
"RG9MTD2"	3.95701833333333	3.96237916666667	3.88237416666667	4.32499	4.34410583333333	4.28852416666667	4.0880725	4.16333583333333	4.205905
"RG9MTD3"	7.80341	7.93058	7.93058	7.81456	7.37832	7.55238	8.35445	8.23605	8.34553
"RGAG1"	5.05508	4.86293	5.05508	5.08836	5.20411	4.78001	5.05508	5.057	5.18925
"RGAG4"	10.8121925	10.8255325	10.851405	10.85056	10.7810925	10.9905175	11.447775	11.49065	11.4974
"RGL1"	9.60736	9.624545	9.675205	9.12675	9.028085	9.109015	9.085595	8.964695	8.82112
"RGL2"	6.98085	6.977495	6.991715	8.13592	7.81537	7.809865	6.301295	6.310575	6.186335
"RGL3"	7.559675	7.5575	7.59784666666667	7.16833333333333	7.10051833333333	7.096615	7.77451666666667	7.78256666666667	7.74959833333333
"RGL4"	3.31011	3.48459	3.57644	3.31011	4.21619	3.31011	3.18405	3.09525	3.02639
"RGMA"	9.11075	9.16867	9.16867	7.18392	7.1446	7.5203	11.2621	11.1689	11.2342
"RGMB"	6.0347275	5.979415	6.110025	6.488035	6.382035	6.3844025	6.3557475	6.202595	6.229385
"RGN"	5.83922	5.81648	5.95804	5.07002	5.31537	5.38203	5.32848	5.161785	5.35049
"RGNEF"	8.49645	8.55666	8.428455	8.08019	8.141265	8.08279	7.837495	7.76348	7.9025
"RGP1"	5.8495225	6.036665	5.951145	6.17914	6.370795	6.43768	6.0933625	6.159965	6.1769
"RGR"	6.44609333333333	6.43232	6.53415666666667	6.04029333333333	6.16949333333333	5.42866666666667	6.54134	6.51323666666667	6.41385333333333
"RGS1"	11.7795	11.7142	11.725	11.4037	11.3146	11.3598666666667	10.9409	10.8665333333333	10.9307333333333
"RGS10"	6.731085	6.7287475	6.7253325	6.97996	6.524875	6.3927875	7.450685	7.3132375	7.40523
"RGS11"	7.812685	7.85838	7.87903	8.091995	8.22689	8.134705	7.82528	7.856265	7.715215
"RGS12"	9.52245333333333	9.50515	9.54449	8.51486	8.62095333333333	8.55876	11.239	11.1159666666667	11.2761333333333
"RGS13"	10.8811	10.8676	10.8828	10.3984	10.602	10.2957	4.5838	4.77088	5.06856
"RGS14"	7.47217285714286	7.43716857142857	7.45084714285714	6.47130714285714	6.66287714285714	6.51715142857143	7.74947428571429	7.74016428571429	7.60640142857143
"RGS16"	2.75650333333333	2.71551	2.80307666666667	3.10621333333333	3.17155	3.18088333333333	2.95798333333333	2.96019	2.98254666666667
"RGS17"	5.947745	5.9500875	5.8507275	5.6784325	5.72089	5.57033	5.109745	5.149515	5.420425
"RGS18"	6.57344333333333	6.52039666666667	6.51020666666667	5.91658666666667	5.39164333333333	5.75593666666667	4.89857666666667	4.80058666666667	4.44519
"RGS19"	4.82355	4.63713	4.71248	4.9393	4.93319	5.22126	4.89865	4.79197	4.89865
"RGS2"	6.03135666666667	6.04925	6.04925	5.02838	4.90491	4.61637333333333	6.77065333333333	6.78487333333333	6.69536
"RGS20"	7.00277	6.96733333333333	6.92484666666667	6.39044333333333	6.04472	6.26427	7.87254	7.71440333333333	7.76278333333333
"RGS22"	5.09935	4.7058	5.40757	4.0315	3.88124	4.03622	3.2738	3.37386	3.45402
"RGS3"	4.14536	3.87782	3.99452	3.80427	4.12221	3.92842	4.1113	3.96077	4.00306
"RGS4"	9.07397166666667	9.02912166666667	8.99788166666667	7.595555	7.50313666666667	7.54146333333333	6.564685	6.557125	6.64934333333333
"RGS5"	6.80598	6.94512	7.04542	6.36979	6.35354	6.24994	10.4807	10.4566	10.4048
"RGS6"	8.90177666666667	8.81163	8.84219333333333	7.56715666666667	7.62048666666667	7.47670333333333	7.00786333333333	6.96273	7.06946333333333
"RGS7"	3.32048	3.12859	3.31709	3.17695	3.077475	3.149185	2.684725	2.834105	2.711395
"RGS7BP"	9.184288	9.164602	9.279842	7.413784	7.515854	7.399846	6.484026	6.311946	6.579736
"RGS8"	7.23977	7.21107	7.17142	6.9837	6.88494	7.12227	9.45166	9.30373	9.25198
"RGS9"	3.5929	3.16109	3.44248	4.075415	3.505635	4.567545	3.656305	3.794935	3.732305
"RGS9BP"	3.36037	3.50045	3.66531	4.4795	4.25161	4.25338	3.58445	3.31674	3.66531
"RGSL1"	9.03051	9.17373	9.11285	9.12454	9.20186	9.02192	8.94682	8.72697	8.74069
"RHAG"	9.339995	9.34535	9.439345	5.907445	6.13624	6.03098	4.573155	4.603485	4.375975
"RHBDD1"	2.69205	2.42756	2.69205	2.94356	2.38817	2.89799	2.69205	2.69205	2.77612
"RHBDD2"	5.2199775	5.33615	5.282395	5.3580825	5.4848125	5.166365	5.4135775	5.3213425	5.2215
"RHBDD3"	7.93291	7.83494	8.04268	7.32661	6.50815	6.81369	8.82732	8.76542	8.76125
"RHBDF1"	6.133965	5.996355	5.94782	7.05951	6.768315	6.816685	6.23879	6.36625	6.29772
"RHBDF2"	8.31908	8.14026	8.49715	7.08021	7.24996	7.11921	6.29666	6.10925	6.31153
"RHBDL1"	8.31666333333333	8.18827666666667	8.29782666666667	8.14655666666667	8.36575	8.16359666666667	8.22211333333333	8.23576	8.26584
"RHBDL2"	3.044615	3.15294	2.964625	3.62698	3.63555	3.694585	3.10111	3.02779	2.967245
"RHBDL3"	6.68129333333333	6.52118	6.61196333333333	7.43443333333333	7.26878	6.98335333333333	7.41735666666667	7.29589	7.18900333333333
"RHBG"	6.8027875	7.0019175	6.9952375	6.76887	6.7170125	6.8341875	7.3891525	7.4121575	7.45172
"RHCE"	3.26501	3.20934	3.6068	4.14045	3.6068	3.80603	3.6068	3.85393	3.8993
"RHCG"	11.3047	11.3071	11.3095	10.2606	10.257	10.3365	10.7309	10.7108	10.7355
"RHD"	6.13857	6.2451	5.970545	5.78152	5.642465	5.49534	5.75958	5.66621	5.716375
"RHEB"	7.12527	7.15369	6.97722	7.84823	7.15369	7.15369	7.15369	7.15369	7.27584
"RHEBL1"	5.35944	5.37748333333333	5.38265	5.92049	5.61590333333333	6.17890333333333	6.06795	6.08524666666667	6.11336
"RHO"	7.78094666666667	7.73596666666667	7.77461	7.25585666666667	7.00939666666667	7.06832333333333	5.34328666666667	5.37559	5.47317333333333
"RHOA"	5.5554775	5.585205	5.5612925	5.488475	5.474465	5.7464475	6.9195025	6.9932375	7.017605
"RHOB"	6.77585	6.887786	6.878954	7.1128	7.180996	7.35453	7.00456	7.050672	7.152178
"RHOBTB1"	5.636705	5.59767	5.38784	6.12392	5.78695	6.112015	5.11984	5.255615	5.06929
"RHOBTB2"	7.280712	7.211316	7.325286	6.77966	6.726436	6.831182	7.002652	6.909174	6.931774
"RHOBTB3"	3.76289	3.69535	3.904895	3.71474	4.099595	3.961315	3.179915	3.27635	3.535335
"RHOC"	2.89708	2.89708	2.69205	2.79359	3.15758	2.89708	2.93071	2.89708	2.84982
"RHOD"	4.14647	4.08192	4.09717	4.83521	4.14647	3.65233	4.2953	4.14647	4.15704
"RHOF"	5.98694333333333	5.95983	5.88667	5.24051	5.46722333333333	5.17162333333333	5.39709333333333	5.43126	5.23964666666667
"RHOG"	2.44425	2.33935	2.3177	2.7217	3.00884	2.6378	2.45096	2.72868	2.6378
"RHOH"	3.17838	3.0267	2.89578	3.34579	3.17838	3.36719	3.13371	3.26402	3.17838
"RHOJ"	4.04563	3.781885	3.881085	4.08237	4.25635	4.06174	4.325485	4.51387	4.300985
"RHOQ"	6.02923	5.81718	5.83527	6.35998	5.92158	6.78621	6.27285	6.20717	6.30682
"RHOT1"	4.23651333333333	3.94066333333333	3.99018333333333	3.42177	3.34643	3.47208666666667	3.72713	3.79276333333333	3.68534666666667
"RHOT2"	2.63766	2.73737333333333	2.50286666666667	2.85307333333333	3.16093666666667	3.23606666666667	2.72205333333333	2.69274666666667	2.80539333333333
"RHOV"	8.96260166666667	9.00878	8.977035	8.97823666666667	8.81356833333333	8.90045	10.3242833333333	10.3632516666667	10.2602183333333
"RHOXF1"	5.0662	4.54169	5.0044	4.21647	4.75529	4.52074	4.4281	4.12409	4.52074
"RHPN1"	3.27696	3.21298	3.16442	3.037495	3.52948	3.49198	3.2021	3.400855	3.24068
"RHPN2"	6.37126428571429	6.40239714285714	6.49956285714286	6.14029285714286	6.09481714285714	6.02042857142857	6.45122428571429	6.36589714285714	6.32835285714286
"RIBC1"	5.25282	5.21092	5.44871	4.763305	4.711845	4.981935	9.12371	8.849275	9.04508
"RIBC2"	5.84966333333333	5.8665	5.91640333333333	5.41372	5.33942	5.34569333333333	5.53283	5.46461666666667	5.54483
"RIC3"	8.74268	8.784615	8.76467	7.767255	7.672985	7.746665	4.124665	4.25362	4.00387
"RIC8A"	3.95173333333333	3.84220666666667	4.04520666666667	3.90946666666667	3.99647666666667	4.28659333333333	3.35874333333333	3.27133	3.3118
"RIC8B"	4.56619	4.54169	4.54616	5.31317	5.68223	5.3787	4.2779	4.42697	4.60577
"RICTOR"	7.41769	7.515335	7.4377825	7.3229375	7.3407275	7.1073525	7.9161825	7.9410675	7.9515875
"RIF1"	5.27814	5.70747	5.45025	5.8109	5.95629	6.13914	7.07391	6.98896	7.09041
"RILP"	7.60773	7.73583	7.5898	6.58287	6.68703	6.40284	7.76587	7.63069	7.56952
"RILPL1"	3.25322428571429	3.11100428571429	3.16503285714286	3.02618857142857	3.22902714285714	3.17326142857143	2.48876857142857	2.49167857142857	2.40751
"RILPL2"	7.66718333333333	7.50739833333333	7.456665	5.34886666666667	5.552605	5.18057833333333	5.06820166666667	5.00457833333333	4.83079166666667
"RIMBP2"	4.35295	4.30216666666667	4.05727666666667	4.86961666666667	4.87478	4.81053333333333	4.70969	4.80555666666667	4.72304
"RIMS1"	3.00167	2.84388	2.63523	2.7998	3.55482	3.30318	2.90191	3.00167	3.00167
"RIMS2"	4.4662	4.491685	4.260125	5.20673	4.804055	5.0602	4.361175	4.392635	4.44437
"RIMS3"	7.061474	7.034996	7.039982	6.814862	6.785852	6.509968	7.553602	7.53056	7.522598
"RIMS4"	4.15869	4.052725	4.060135	4.151925	4.6258	4.49811	4.219995	4.21518	4.53853
"RIN1"	12.8862	12.88425	12.86885	12.61075	12.49135	12.48575	13.66585	13.7117	13.64045
"RIN2"	4.53418	4.59725	4.41249666666667	4.87389666666667	4.90227333333333	4.71407666666667	7.20229	7.10567666666667	7.15282666666667
"RIN3"	6.813875	6.8668825	6.855295	6.99695	6.7281425	6.7238725	7.2761625	7.2489125	7.19791
"RING1"	6.63358666666667	6.59979333333333	6.65238	6.70124666666667	6.61187333333333	6.81674666666667	6.69355666666667	6.64048666666667	6.61082333333333
"RINT1"	8.212132	8.196782	8.282844	7.821044	7.659554	7.670288	8.10181	8.109202	8.021894
"RIOK1"	4.08052	3.987455	4.09307	3.85136	4.09307	4.16495	4.004325	4.19656	4.39964
"RIOK2"	4.94512	4.67487	4.78453	4.9426	4.34954	4.17072	5.35114	5.61911	5.51538
"RIOK3"	8.18536	8.18349	8.11997	8.59863	8.35845	8.69993	7.60864	7.71436	7.81127
"RIPK1"	4.14976	4.09267	4.06451	4.48561	5.2097	4.98889	4.48174	4.10884	4.39983
"RIPK2"	4.216785	4.0504475	3.9407325	4.2606425	4.322745	4.32078	3.904535	3.8811625	4.00078
"RIPK3"	5.843335	6.045635	6.022175	6.31237	6.42486	6.556465	6.436115	6.34757	6.334045
"RIPK4"	4.483265	4.52576	4.625275	4.8557575	4.981305	5.2030025	6.57828	6.5004575	6.399155
"RIT1"	4.3102	4.2488	4.232335	4.850635	4.947385	4.69539	4.929545	4.670695	4.756945
"RIT2"	6.421055	6.4052975	6.4247675	6.23145	6.4555475	6.576575	6.041235	6.05947	5.978275
"RLBP1"	7.798395	7.89233	7.82996	7.25859	7.412735	7.620105	7.62683	7.648965	7.690375
"RLF"	2.84289	2.6768	2.48248	2.99953	2.99977	3.21614	2.64497	2.84289	2.79359
"RLN1"	5.66937285714286	5.70900571428571	5.79233142857143	4.97030285714286	5.30666428571429	5.45059857142857	5.89733571428571	5.87343714285714	5.73540857142857
"RLN2"	5.53296833333333	5.522085	5.597765	6.10006	6.287355	6.02212	5.55894666666667	5.70705333333333	5.70293166666667
"RLN3"	2.8366	3.08884	3.01627	3.71516	3.73004	3.17292	3.11855	3.17292	3.34412
"RLTPR"	3.76773	3.78984	3.78707	4.3314	4.05033	3.72164	3.8472	3.758355	4.00172
"RMI1"	6.06434666666667	6.17743666666667	6.14908666666667	5.90592	5.54791	6.40034333333333	6.88220333333333	6.81635333333333	6.81633666666667
"RMND1"	5.13568	5.39719	5.29553	5.4167	5.32943	5.6481	5.26543	5.31454	5.48206
"RMND5A"	6.461755	6.463395	6.510725	5.70833	5.18836	5.396315	7.599195	7.52797	7.409405
"RMND5B"	8.540835	8.531895	8.56152	6.716915	6.51379	6.876195	6.46911	6.407825	6.46361
"RNASE1"	7.077715	7.044955	7.19604	6.89962	6.74025	6.786785	6.37193	6.13078	6.314465
"RNASE11"	2.899125	2.9653975	2.9541575	3.1398	3.01018	3.1447	2.8441075	2.9892	2.86243
"RNASE2"	5.14233	5.13745	4.9323	5.66188	4.33528	5.36688	4.01896	4.11479	4.11479
"RNASE3"	2.50094	2.84289	2.85929	3.70377	3.16423	3.22403	2.63171	2.85929	2.86028
"RNASE4"	6.59323	6.58216	6.74388	6.17984	6.56967	6.46837	5.83843	6.17094	5.88978
"RNASE6"	4.71475	4.65897	4.68083	4.84634	5.20903	5.23862	4.54324	4.40342	4.57263
"RNASE7"	4.24496	4.0418	3.91749	4.67593	3.55217	4.486	4.08633	4.25912	4.27547
"RNASEH1"	2.48622	2.4800325	2.5345875	2.8324075	2.7979175	2.973735	2.6085925	2.5679825	2.72397
"RNASEH2A"	6.920044	6.91383	6.90256	7.208938	7.1196	7.1113	6.84484	6.809554	6.89957
"RNASEH2B"	10.2313466666667	10.1008966666667	10.0459566666667	9.07925333333333	9.11792333333333	9.00762	9.14324666666667	9.15888333333333	9.02098
"RNASEH2C"	7.57277	7.579395	7.623015	7.286885	7.271005	7.14361	6.355445	6.3717225	6.4935925
"RNASEL"	6.99625333333333	7.06536333333333	7.05826	6.6606	6.39228	6.63783666666667	6.72503	6.61294333333333	6.72950333333333
"RNASET2"	4.751205	4.63141	4.862335	5.01984	5.26569	4.9772	7.14524	7.1547	7.123585
"RND1"	4.89130666666667	4.83816416666667	4.81351833333333	4.66575583333333	4.91085333333333	4.92156333333333	5.49905583333333	5.582115	5.61653166666667
"RND2"	7.35879	7.23684	7.310515	6.650475	6.81652	6.18775	7.507855	7.383365	7.336715
"RND3"	3.65809	3.81674	3.68857	4.19574	3.85127	3.86076	3.80054	3.78626	3.99748
"RNF10"	4.61996	4.513425	4.532825	4.35323	4.84571	5.0108	4.714245	4.854415	4.39933
"RNF103"	9.91062666666667	9.89519333333333	9.89834666666667	9.82839333333333	9.6105	9.55763666666667	10.4362666666667	10.5654666666667	10.4390733333333
"RNF11"	3.638875	4.03138	3.764435	3.92675	4.0626	3.56951	4.02295	3.937275	3.99742
"RNF111"	4.78365	4.867515	4.593345	5.053635	5.308645	5.95613	4.762875	4.882935	5.03474
"RNF113A"	7.22012	7.14713	7.60197	7.61374	8.03453	7.49851	7.27049	7.49851	7.6058
"RNF121"	5.20324	5.31158	5.31158	6.26466	5.31158	5.50702	5.25347	5.31158	5.31158
"RNF122"	3.19956	3.19744	3.05798	3.90254	4.33549	4.38869	3.42795	3.57659	3.19956
"RNF123"	9.223515	9.256645	9.2383725	8.4308525	8.335285	8.458235	11.9573	11.817875	11.801875
"RNF125"	6.55547	6.59949	6.68159	6.13421	6.36596	6.26397	7.23148	7.35859	7.47193
"RNF126"	6.94288	7.14912	6.889035	6.53731	6.083285	5.43278	6.833085	6.787305	6.84627
"RNF128"	6.85773	7.046395	6.813215	6.40741	6.67007	6.164605	5.772635	5.781225	5.86166
"RNF13"	7.62339833333333	7.68782166666667	7.73303166666667	8.05985666666667	7.93002166666667	7.89264333333333	8.77897166666667	8.80899	8.64929
"RNF130"	2.68952	2.66858	2.44389	2.79359	2.70312	2.66858	2.78537	2.64867	2.7276
"RNF133"	3.2102	3.53323	3.14375	4.15611	3.70386	4.05171	3.36104	3.33769	3.36104
"RNF135"	2.91753	2.96479	2.96479	2.96479	3.60545	2.84404	2.96479	3.07533	3.06386
"RNF138"	4.14446	4.29527	4.31299	4.02048	4.78874	4.44163	4.31299	4.31382	4.35895
"RNF139"	2.564785	2.601955	2.58638	2.9281275	2.821015	3.0122775	2.766185	2.6531675	2.68165
"RNF14"	3.3995	3.3995	3.3995	3.34599	3.02011	3.66412	3.3995	3.51482	3.47077
"RNF141"	4.47512	4.5279	4.24317	5.97726	5.57516	5.04464	4.38063	4.51756	4.67487
"RNF144B"	3.58422	3.8793	3.95731	4.30289	4.55083	4.12675	3.97138	3.98279	3.99748
"RNF145"	7.81356	7.77515	7.73808	7.52545	7.67997	8.15788	7.07504	7.08039	7.22051
"RNF146"	5.6836275	5.63627	5.657075	5.8051375	5.75941	6.00689	5.762875	5.854585	5.7985825
"RNF148"	2.81083	2.8264	2.84289	3.20688	3.54177	3.39569	3.20688	3.20688	3.21171
"RNF149"	2.43365	2.77356	2.68146	2.79359	2.61557	2.40335	3.41454	3.31074	3.12503
"RNF150"	6.3449275	6.355765	6.3647925	6.3589675	6.35898	6.425625	6.3062675	6.3952625	6.368045
"RNF151"	3.7091	3.68807333333333	3.59052	4.07003666666667	3.62407	4.15897666666667	3.84759	3.83844	3.99820333333333
"RNF152"	3.86122	3.821115	3.7189925	4.219625	4.155925	4.02339	4.95677	4.7326575	4.8653225
"RNF157"	2.672196	2.555626	2.585546	2.900062	2.839054	3.292346	2.583904	2.664386	2.57271
"RNF165"	7.4281	7.39507	7.50994	7.54817	7.46554	7.56703	7.6736	7.62778	7.57361
"RNF166"	3.9099375	4.0469975	4.0087825	4.4594275	4.4948975	4.694895	4.1607525	4.164055	4.0723375
"RNF167"	9.081525	9.25073	9.178655	9.956105	9.884055	9.90477	11.06515	11.0255	11.011
"RNF168"	4.43848	4.39596333333333	4.50124666666667	5.09173	5.02865	5.45517666666667	4.48365666666667	4.37448666666667	4.55920666666667
"RNF169"	6.464375	6.4067825	6.411385	6.26757	6.38079	6.2893925	6.1234325	6.0534825	6.066925
"RNF17"	6.30834	6.330388	6.46302	6.494624	6.12167	6.125896	6.204972	6.123944	6.158446
"RNF170"	3.7569	3.99507	3.65708	4.12633	3.99507	4.20693	4.56959	4.03913	4.26222
"RNF175"	4.91118	4.88017	4.83896	4.98075	4.8293	4.90634	4.879675	4.90733	4.92489
"RNF180"	4.43376	4.37835	4.39305333333333	5.02078	4.62114	5.05949	4.61167	4.78482	4.76216
"RNF181"	2.4706	2.63694	2.39466	2.64497	3.10191	3.00904	2.3235	2.67246	2.71384
"RNF183"	3.797765	3.735875	3.669815	3.78423	4.014675	4.333665	3.752935	3.900755	3.821315
"RNF185"	3.92818	3.70685	3.78325	4.10249	4.70317	4.10249	4.22605	4.10249	4.41458
"RNF186"	3.85762	3.51193	3.84745	3.45402	3.72226	3.84195	2.95643	2.97826	3.08134
"RNF187"	3.02495	2.93872	2.86911	3.40732	3.91896	3.30525	3.10953	3.11143	3.10953
"RNF19A"	7.493275	7.496455	7.444035	7.0941875	6.9442375	6.8521625	7.942595	8.09076	8.0311
"RNF19B"	5.88885	5.891985	5.991245	6.45226	6.2584	6.296015	6.54338	6.362545	6.50539
"RNF2"	4.54376333333333	4.41368666666667	4.57217666666667	5.19972333333333	5.04046	5.47718	4.83708666666667	4.91255666666667	5.06158
"RNF20"	5.59320333333333	5.58861333333333	5.58982	6.29289	6.21279666666667	5.98098333333333	5.48458	5.52292333333333	5.47758333333333
"RNF208"	8.92385	9.07339	8.9985	8.95221	8.87611	8.76031	8.05804	8.0623	8.13812
"RNF212"	8.91228	8.9154	8.89266	7.756525	7.407225	7.54136	7.66773	7.515135	7.716195
"RNF213"	8.88943	8.89413	8.88301	9.06221	8.9242	8.80108	8.80624	8.69037	8.79077
"RNF214"	3.54773333333333	3.85547333333333	3.49602	3.83425333333333	4.25320666666667	4.10207666666667	3.69663666666667	3.66689666666667	3.68327333333333
"RNF215"	3.1268	3.02457	2.97457	3.244545	3.564745	3.317615	2.970845	2.97605	3.160655
"RNF216"	4.948806	4.975888	4.946942	3.917724	4.043474	4.070722	4.398684	4.402024	4.420256
"RNF217"	4.80136	4.74951	4.6297	4.74452	5.00713	5.1917	4.80136	4.68375	4.86907
"RNF219"	7.2297575	7.2393775	7.243495	7.3076725	6.9698125	7.1616775	6.8706925	6.8050575	6.7394675
"RNF24"	5.51107	5.81896	5.71247	4.71667	5.22238	4.72824	5.2858	4.97836	5.29717
"RNF25"	3.37079	3.37079	2.95793	3.19425	3.5026	2.99539	3.37079	3.77314	3.29136
"RNF26"	8.099875	8.137365	7.954455	8.147695	7.966945	8.0102	9.648285	9.66253	9.58381
"RNF31"	7.169285	7.23283	7.2588	7.65227	7.428245	7.42307	6.801895	6.860705	6.973495
"RNF32"	9.14194666666667	9.10568333333333	9.13557666666667	8.95256	8.84763666666667	9.01432	9.53502333333333	9.47795333333333	9.54122
"RNF34"	9.07873	8.966295	8.97791333333333	8.35552833333333	8.297515	8.29787	6.87849833333333	6.70094166666667	6.77835333333333
"RNF38"	3.80753	3.70957	3.61495	4.56606	3.83243	3.79999	3.66531	3.65672	3.63449
"RNF39"	4.68636	4.50691	4.34156	4.226115	3.760895	3.582125	2.62158	2.930735	2.747365
"RNF4"	9.0640075	9.0824925	9.033985	8.991375	9.0189325	8.94241	7.503135	7.5770925	7.447205
"RNF40"	5.85963571428571	5.72449	5.78398	4.78507857142857	4.79643571428571	4.75853142857143	5.84904142857143	5.72448857142857	5.71797285714286
"RNF41"	6.74121285714286	6.69689428571429	6.73191285714286	6.35300857142857	6.17770857142857	6.25947571428571	7.53277428571429	7.46731857142857	7.37146142857143
"RNF43"	3.9440675	3.896865	3.89882125	4.2132325	4.19172	4.30875	5.58787625	5.54792	5.65302125
"RNF44"	5.11665666666667	5.12428333333333	5.18296666666667	5.56308	5.64893	5.60363166666667	5.18969	5.188635	5.225955
"RNF5"	7.99961	7.96546	8.11778	8.01046	8.11199	8.10273	7.48923	7.46079	7.42624
"RNF6"	3.3029	3.326595	3.26013	3.76632	3.761915	3.90996	3.526495	3.510175	3.43941
"RNF7"	6.227048	6.12161	6.08918	6.310074	6.14812	6.011084	5.94563	5.933434	5.831396
"RNF8"	4.41203	4.75131	4.08313	3.86444	3.00884	3.68617	3.45402	3.17036	3.53048
"RNFT1"	2.836535	2.80934	2.916555	3.65587	3.557195	3.7504	3.04056	3.038145	2.940745
"RNGTT"	4.7722	4.7722	4.7722	5.09357	4.7453	4.38222	4.93805	4.55527	4.91063
"RNH1"	11.079724	10.985542	10.906732	10.448676	10.189756	10.332966	11.078346	11.027232	10.948012
"RNMT"	6.1983	6.30709	6.39848	6.30172	5.49633	6.39848	6.8793	6.99186	7.00847
"RNMTL1"	9.8855325	9.884515	9.949735	8.3477375	8.2885	8.396505	4.434995	4.3879625	4.7723575
"RNPC3"	4.55975	4.51848	4.37514	4.56619	4.78991	5.17992	4.56619	4.56619	4.56619
"RNPEP"	3.92818	3.835	3.9849	4.30393	4.1043	3.85607	3.92818	3.92818	4.10633
"RNPEPL1"	4.26492444444444	4.26933888888889	4.24455444444444	4.44617777777778	4.23822	4.24501	6.34405555555556	6.52468111111111	6.44433333333333
"RNPS1"	6.59942333333333	6.68688333333333	6.69379333333333	6.24982	6.54770333333333	6.18479333333333	6.20650333333333	6.16086333333333	6.27780666666667
"ROBO1"	7.001655	7.050535	7.141195	6.642545	6.6912	6.217615	4.045055	4.024935	4.000545
"ROBO2"	8.2392	8.19448	8.22158	5.79281	6.15669	5.43332	6.31266	6.22285	6.18217
"ROBO3"	3.11119	3.107185	2.82761	3.459795	3.97465	3.511245	3.012475	3.04555	3.301625
"ROBO4"	4.065515	4.13882	4.116255	4.01274	3.87069	4.095815	3.996385	3.87858	3.962955
