ID	Gene Symbol	GENE_ID
238442_PM_at		
238443_PM_at	TFAM	7019
238444_PM_at	ZNF618	114991
238445_PM_x_at	MGAT5B	146664
238446_PM_at	GUSBP3	653188
238447_PM_at	RBMS3	27303
238448_PM_at	MRPL19	9801
238449_PM_at	LOC595101	595101
238450_PM_at	PFKFB2	5208
238451_PM_at	MPP7	143098
238452_PM_at	FCRLB	127943
238453_PM_at	FGFBP3	143282
238454_PM_at	ZNF540	163255
238455_PM_at		
238456_PM_at	LOC100289230	100289230
238457_PM_at	DGKE	8526
238458_PM_at	EFHA2	286097
238459_PM_x_at	SPATA6	54558
238460_PM_at	FAM83A	84985
238461_PM_at	EIF4E3	317649
238462_PM_at	UBASH3B	84959
238463_PM_at		
238464_PM_at	LOC100134365	100134365
238465_PM_at	C5orf35	133383
238466_PM_at		
238467_PM_at		
238468_PM_at	TNRC6B	23112
238469_PM_at	OGFRL1	79627
238470_PM_at	SYS1	90196
238471_PM_at		
238472_PM_at	FBXO9	26268
238473_PM_at	LOC100216545	100216545
238474_PM_at	NUP43	348995
238475_PM_at	ALG10B	144245
238476_PM_at	C5orf41	153222
238477_PM_at	KIF1C	10749
238478_PM_at	BNC2	54796
238479_PM_at	DCUN1D5	84259
238480_PM_at	TTC39C	125488
238481_PM_at	MGP	4256
238482_PM_at	KLF7	8609
238483_PM_at	SSBP2	23635
238484_PM_s_at	SSBP2	23635
238485_PM_at		
238486_PM_at	FRS2	10818
238487_PM_at	GNL1	2794
238488_PM_at	IPO11 /// LRRC70	100130733 /// 51194
238489_PM_at	PRKAA2	5563
238490_PM_at	KIAA2026	158358
238491_PM_at		
238492_PM_at		
238493_PM_at	ZNF506	440515
238494_PM_at	TRAF3IP1	26146
238495_PM_at		
238496_PM_at		
238497_PM_at	TMEM136	219902
238498_PM_at		
238499_PM_at	SLC45A3	85414
238500_PM_at	EMP2	2013
238501_PM_at		
238502_PM_at		
238503_PM_at	CNIH3	149111
238504_PM_at	C6orf57	135154
238505_PM_at	ADPRH	141
238506_PM_at	LRRC58	116064
238507_PM_at		
238508_PM_at	DBF4B	80174
238509_PM_at	CUL1	8454
238510_PM_at	ZNF720	124411
238511_PM_at	LOC440288	440288
238512_PM_at		
238513_PM_at	PRRG4	79056
238514_PM_at	TMEM25	84866
238515_PM_at	NUDT16	131870
238516_PM_at	BMPR2	659
238517_PM_at	KLF7	8609
238518_PM_x_at	GLYCTK	132158
238519_PM_at	DDI2	84301
238520_PM_at	TRERF1	55809
238521_PM_at		
238522_PM_at		
238523_PM_at	KLHL36	79786
238524_PM_at		
238525_PM_at	DDX56	54606
238526_PM_at	RAB3IP	117177
238527_PM_at		
238528_PM_at	UBR1	197131
238529_PM_at	LOC730631	730631
238530_PM_at	NNT	23530
238531_PM_x_at		
238532_PM_at	DPF3	8110
238533_PM_at	EPHA7	2045
238534_PM_at	LRRFIP1	9208
238535_PM_at	CEP152	22995
238536_PM_at		
238537_PM_at		
238538_PM_at	ANKRD11	29123
238539_PM_at	HPS3	84343
238540_PM_at	LOC401320	401320
238541_PM_at	C21orf58	54058
238542_PM_at	ULBP2	80328
238543_PM_x_at	MDGA1	266727
238544_PM_at		
238545_PM_at	BRD7	29117
238546_PM_at	SLC8A1	6546
238547_PM_at	HEXIM2	124790
238548_PM_at		
238549_PM_at	CBFA2T2	9139
238550_PM_at	RUFY2	55680
238551_PM_at	FUT11	170384
238552_PM_at		
238553_PM_at	AGAP10 /// AGAP4 /// AGAP9 /// BMS1P1 /// BMS1P5 /// LOC399753	119016 /// 399753 /// 399761 /// 642517 /// 728053 /// 728127
238554_PM_at	CYB5B	80777
238555_PM_at		
238556_PM_at		
238557_PM_at	LOC100144603	100144603
238558_PM_at		
238559_PM_at		
238560_PM_at	CALCOCO2	10241
238561_PM_s_at	UTP23	84294
238562_PM_at	UTP23	84294
238563_PM_at		
238564_PM_at	FAM171B	165215
238565_PM_at		
238566_PM_at		
238567_PM_at	SGPP2	130367
238568_PM_s_at		
238569_PM_at		
238570_PM_at		
238571_PM_at		
238572_PM_at	STK16	8576
238573_PM_at		
238574_PM_at	MCART1	92014
238575_PM_at	OSBPL6	114880
238576_PM_at	MOCOS	55034
238577_PM_s_at		
238578_PM_at	TMEM182	130827
238579_PM_at	C9orf85	138241
238580_PM_at		
238581_PM_at	GBP5	115362
238582_PM_at	C21orf2	755
238583_PM_at	MSRB3	253827
238584_PM_at	IQCA1	79781
238585_PM_at	GTDC1	79712
238586_PM_at		
238587_PM_at	UBASH3B	84959
238588_PM_at		
238589_PM_s_at		
238590_PM_x_at	TMEM107	84314
238591_PM_at	HEXDC	284004
238592_PM_at	PDLIM3	27295
238593_PM_at	C11orf80	79703
238594_PM_x_at	DUSP8	1850
238595_PM_at		
238596_PM_at	C10orf4	118924
238597_PM_at	ANKRD13C	81573
238598_PM_s_at		
238599_PM_at	IRAK1BP1	134728
238600_PM_at	JAKMIP1	152789
238601_PM_at	PHKB	5257
238602_PM_at	DIS3L2	129563
238603_PM_at	LOC254559	254559
238604_PM_at		
238605_PM_at	NOL4	8715
238606_PM_at	ZNF747	65988
238607_PM_at	ZNF296	162979
238608_PM_at		
238609_PM_at	FAM200A	221786
238610_PM_s_at		
238611_PM_at		
238612_PM_at		
238613_PM_at	ZAK	51776
238614_PM_x_at	ZNF430	80264
238615_PM_at	ERLIN2	11160
238616_PM_at	QDPR	5860
238617_PM_at		
238618_PM_at	NF2	4771
238619_PM_at		
238620_PM_at		
238621_PM_at	FMN1	342184
238622_PM_at	RAP2B	5912
238623_PM_at		
238624_PM_at		
238625_PM_at	C1orf168	199920
238626_PM_at	ANKS6	203286
238627_PM_at	TRAPPC2L	51693
238628_PM_s_at	TRAPPC2L	51693
238629_PM_x_at		
238630_PM_at	OPA3	80207
238631_PM_at	ZNF140	7699
238632_PM_at		
238633_PM_at		
238634_PM_x_at		
238635_PM_at	C5orf28	64417
238636_PM_at	CACNA1C	775
238637_PM_at		
238638_PM_at	SLC37A2	219855
238639_PM_x_at	LOC100288271	100288271
238640_PM_at	C1orf212	113444
238641_PM_at	C1orf126	200197
238642_PM_at	ANKRD13D	338692
238643_PM_at		
238644_PM_at	MYSM1	114803
238645_PM_at		
238646_PM_at		
238647_PM_at	C14orf28	122525
238648_PM_at		
238649_PM_at	PITPNC1	26207
238650_PM_x_at	WDR89	112840
238651_PM_at		
238652_PM_at		
238653_PM_at	LRIG2	9860
238654_PM_at	VSIG10L	147645
238655_PM_at	ACAD10	80724
238656_PM_at		
238657_PM_at	UBXN10	127733
238658_PM_at		
238659_PM_at	KIAA0141	9812
238660_PM_at	WDFY3	23001
238661_PM_at	LOC100130155	100130155
238662_PM_at	ATPBD4	89978
238663_PM_x_at	GRIA4	2893
238664_PM_s_at	MGC12916	84815
238665_PM_at	LOC100133142	100133142
238666_PM_at		
238667_PM_at	TCF20	6942
238668_PM_at		
238669_PM_at	PTGS1	5742
238670_PM_at	RAD18	56852
238671_PM_at	EPHA4	2043
238672_PM_at		
238673_PM_at		
238674_PM_at		
238675_PM_x_at	BTF3L4	91408
238676_PM_at		
238677_PM_at	WDR36	134430
238678_PM_at	FLJ45340	402483
238679_PM_at	MESDC2	23184
238680_PM_at	METTL12 /// SNORA57	692158 /// 751071
238681_PM_at	GDPD1	284161
238682_PM_at	CCDC96	257236
238683_PM_at	ZNF524	147807
238684_PM_at	SETDB2	83852
238685_PM_at	LOC729178	729178
238686_PM_at	FBXO3	26273
238687_PM_x_at	ZNF770	54989
238688_PM_at	TPM1	7168
238689_PM_at	GPR110	266977
238690_PM_at		
238691_PM_at	SNHG10	283596
238692_PM_at	BTBD11	121551
238693_PM_at	PHC3	80012
238694_PM_at	DGKE	8526
238695_PM_s_at	RAB39B	116442
238696_PM_at	HNRNPA1L2	144983
238697_PM_at		
238698_PM_at	CASK	8573
238699_PM_s_at	CASK	8573
238700_PM_at		
238701_PM_x_at	C11orf92	399948
238702_PM_at	C3orf57	165679
238703_PM_at	C21orf70 /// LOC729535	729535 /// 85395
238704_PM_at		
238705_PM_at		
238706_PM_at	PAPD4	167153
238707_PM_at		
238708_PM_at	BC036928	386758
238709_PM_at		
238710_PM_at	TMEM86A	144110
238711_PM_s_at	ZNF148	7707
238712_PM_at		
238713_PM_at		
238714_PM_at		
238715_PM_at	LOC646014	646014
238716_PM_at	FAM85A	
238717_PM_at		
238718_PM_at		
238719_PM_at	PPP2CA	5515
238720_PM_at	OMG	4974
238721_PM_at	MDH1B	130752
238722_PM_x_at	NAPEPLD	222236
238723_PM_at	ATXN3	4287
238724_PM_at		
238725_PM_at	IRF1	3659
238726_PM_at		
238727_PM_at		
238728_PM_at		
238729_PM_x_at		
238730_PM_at	ARHGEF11	9826
238731_PM_at	SETDB2	83852
238732_PM_at	COL24A1	255631
238733_PM_at		
238734_PM_at		
238735_PM_at		
238736_PM_at	REV3L	5980
238737_PM_at	C1orf83	127428
238738_PM_at	PSMD7	5713
238739_PM_at	IPMK	253430
238740_PM_at	AARSD1	80755
238741_PM_at	FAM83A	84985
238742_PM_x_at		
238743_PM_at		
238744_PM_at		
238745_PM_at		
238746_PM_at	PXMP4	11264
238747_PM_at		
238748_PM_at	RAD18	56852
238749_PM_at		
238750_PM_at	CCL28	56477
238751_PM_at		
238752_PM_at		
238753_PM_at	NCS1	23413
238754_PM_at		
238755_PM_at		
238756_PM_at	GAS2L3	283431
238757_PM_at	DBF4B	80174
238758_PM_at		
238759_PM_at	CCDC88A	55704
238760_PM_at	YARS	8565
238761_PM_at	ELK4	2005
238762_PM_at	MTHFD2L	441024
238763_PM_at	RBM20	282996
238764_PM_at	CSAD	51380
238765_PM_at	ATP6V1G1	9550
238766_PM_at		
238767_PM_at		
238768_PM_at	C2orf68	388969
238769_PM_at		
238770_PM_at	C8orf79	57604
238771_PM_at		
238772_PM_at	ZNF207	7756
238773_PM_at	METT5D1	196074
238774_PM_at		
238775_PM_at		
238776_PM_x_at	OBSL1	23363
238777_PM_x_at		
238778_PM_at	MPP7	143098
238779_PM_at	DCP2	167227
238780_PM_s_at		
238781_PM_at	SFRS12	140890
238782_PM_at		
238783_PM_at	TMEM161B	153396
238784_PM_at	DPY19L2	283417
238785_PM_at		
238786_PM_at		
238787_PM_at	DENND1B	163486
238788_PM_at	LOC494150	494150
238789_PM_at	KANK1	23189
238790_PM_at		
238791_PM_at	ZNF100	163227
238792_PM_at	PCNX	22990
238793_PM_at	TIGD7	91151
238794_PM_at	C10orf78	119392
238795_PM_at	C10orf18	54906
238796_PM_at		
238797_PM_at		
238798_PM_at	TAPT1	202018
238799_PM_at	ATP5S	27109
238800_PM_s_at	ZCCHC6	79670
238801_PM_at	RBM33	155435
238802_PM_at	TYSND1	219743
238803_PM_at	HECTD2	143279
238804_PM_at		
238805_PM_at	C11orf52	91894
238806_PM_at		
238807_PM_at	GAPDHL7	100128961
238808_PM_at	HOXA13	3209
238809_PM_at	C5orf51	285636
238810_PM_at	RFX3	5991
238811_PM_at	ATP11B	23200
238812_PM_at		
238813_PM_at	APEX2	27301
238814_PM_at		
238815_PM_at	LRRTM1	347730
238816_PM_at	PSEN1	5663
238817_PM_at	RIMBP2	23504
238818_PM_at	KIAA1429	25962
238819_PM_at	ZNF347	84671
238820_PM_at	TMEM229B	161145
238821_PM_at	CSTF2	1478
238822_PM_at		
238823_PM_at	FMNL3	91010
238824_PM_at		
238825_PM_at	ACRC	93953
238826_PM_x_at		
238827_PM_at		
238828_PM_at	KIAA1919	91749
238829_PM_at		
238830_PM_at	SOS2	6655
238831_PM_at	TMEM33	55161
238832_PM_at	KLHL34	257240
238833_PM_at	LOC729088	729088
238834_PM_at	MYLK3	91807
238835_PM_at		
238836_PM_at		
238837_PM_at	PHF8	23133
238838_PM_at	TCERG1	10915
238839_PM_at	OTX1	5013
238840_PM_at	LRRFIP1	9208
238841_PM_at	PTPDC1	138639
238842_PM_at		
238843_PM_at	NPHP1	4867
238844_PM_s_at	NPHP1	4867
238845_PM_at	SLC30A4	7782
238846_PM_at	TNFRSF11A	8792
238847_PM_at		
238848_PM_at	OTUD4	54726
238849_PM_at	ACY1	95
238850_PM_at	LOC645323	645323
238851_PM_at	ANKRD13A	88455
238852_PM_at		
238853_PM_at	RAB3IP	117177
238854_PM_at		
238855_PM_at	AHNAK	79026
238856_PM_s_at		
238857_PM_at	ATE1	11101
238858_PM_at	TIFA	92610
238859_PM_at		
238860_PM_at	C6orf130	221443
238861_PM_at		
238862_PM_at	MFSD4	148808
238863_PM_x_at		
238864_PM_at	VWA3A	146177
238865_PM_at	PABPC4L	132430
238866_PM_at	C19orf68	374920
238867_PM_at	TMEM182	130827
238868_PM_at	UACA	55075
238869_PM_at		
238870_PM_at	KCNK9	51305
238871_PM_at	MLLT4	4301
238872_PM_at	LOC100128239	100128239
238873_PM_at		
238874_PM_at	LOC646329	646329
238875_PM_at		
238876_PM_at		
238877_PM_at	EYA4	2070
238878_PM_at	ARX	170302
238879_PM_at	DCUN1D1	54165
238880_PM_at	GTF3A	2971
238881_PM_at		
238882_PM_at		
238883_PM_at		
238884_PM_at		
238885_PM_at	KIAA1549	57670
238886_PM_at	TMED10	10972
238887_PM_at		
238888_PM_at		
238889_PM_at	AGBL5	60509
238890_PM_at	BRWD1	54014
238891_PM_at		
238892_PM_at		
238893_PM_at	LOC338758	338758
238894_PM_at		
238895_PM_at		
238896_PM_at		
238897_PM_at	LRRC28	123355
238898_PM_at		
238899_PM_at		
238900_PM_at	HLA-DRB1 /// HLA-DRB3 /// HLA-DRB4 /// HLA-DRB5 /// LOC100294036	100294036 /// 3123 /// 3125 /// 3126 /// 3127
238901_PM_at		
238902_PM_at		
238903_PM_at	UBXN2B	137886
238904_PM_at		
238905_PM_at	RHOJ	57381
238906_PM_s_at	RHOJ	57381
238907_PM_at	ZNF780A	284323
238908_PM_at	CALU	813
238909_PM_at		
238910_PM_at		
238911_PM_at	STARD10	10809
238912_PM_x_at	C9orf85	138241
238913_PM_at		
238914_PM_at	DCC	1630
238915_PM_at		
238916_PM_at	LOC400027	400027
238917_PM_s_at	DENND5B	160518
238918_PM_at		
238919_PM_at		
238920_PM_at		
238921_PM_at	LOC644794	644794
238922_PM_at		
238923_PM_at	SPOP	8405
238924_PM_at	BMS1P1 /// BMS1P5	399761 /// 728053
238925_PM_at	SNTB2	6645
238926_PM_at		
238927_PM_at		
238928_PM_at		
238929_PM_at	SFRS2B	10929
238930_PM_at	PPM1N	147699
238931_PM_at	METT10D	79066
238932_PM_at		
238933_PM_at		
238934_PM_at		
238935_PM_at	RPS27L	51065
238936_PM_at		
238937_PM_at	ZNF420	147923
238938_PM_at		
238939_PM_at	ADD1	118
238940_PM_at	KLF12	11278
238941_PM_at	TRIM50	135892
238942_PM_at		
238943_PM_at	FIBCD1	84929
238944_PM_at	ZNF404	342908
238945_PM_at		
238946_PM_at		
238947_PM_at	MFSD3	113655
238948_PM_at	TM9SF1	10548
238949_PM_at	RNF145	153830
238950_PM_at		
238951_PM_at		
238952_PM_x_at	ZNF829	374899
238953_PM_at		
238954_PM_at		
238955_PM_at	RFTN2	130132
238956_PM_at		
238957_PM_at	PDXDC2	283970
238958_PM_at	UBE2E1	7324
238959_PM_at	LARP4	113251
238960_PM_s_at	LARP4	113251
238961_PM_s_at	FNDC3A	22862
238962_PM_at	ZNF681	148213
238963_PM_at		
238964_PM_at	FIGN	55137
238965_PM_at	C21orf2	755
238966_PM_at	CELF4	56853
238967_PM_at		
238968_PM_at		
238969_PM_at	C3orf55	152078
238970_PM_at		
238971_PM_at		
238972_PM_at		
238973_PM_s_at	TSNAX	7257
238974_PM_at	C2orf69	205327
238975_PM_at	MMAB	326625
238976_PM_at		
238977_PM_at	MCM6	4175
238978_PM_at		
238979_PM_at		
238980_PM_x_at	C17orf56	146705
238981_PM_at	TMEM223	79064
238982_PM_at	DENR	8562
238983_PM_at	NSUN7	79730
238984_PM_at	REG4	83998
238985_PM_at		
238986_PM_at	FLJ43663	378805
238987_PM_at	B4GALT1	2683
238988_PM_at		
238989_PM_at	C1GALT1C1	29071
238990_PM_x_at	TRIM61	391712
238991_PM_at	ASB1 /// LOC100287019	100287019 /// 51665
238992_PM_at	POLI	11201
238993_PM_at		
238994_PM_at	OTUD7B	56957
238995_PM_at	SULT1A1	6817
238996_PM_x_at	ALDOA	226
238997_PM_at	PSORS1C3	100130889
238998_PM_x_at	OTUD1	220213
238999_PM_at		
239000_PM_at	BRD4	23476
239001_PM_at	MGST1	4257
239002_PM_at	ASPM	259266
239003_PM_at		
239004_PM_at	SQSTM1	8878
239005_PM_at	FLJ39739	388685
239006_PM_at	SLC26A7	115111
239007_PM_at	ZNF616	90317
239008_PM_at	NCRNA00182	100302692
239009_PM_at	KIAA0754	643314
239010_PM_at	DUXAP10	503639
239011_PM_at	PRKCE	5581
239012_PM_at	RNF144B	255488
239013_PM_at	SEC22C	9117
239014_PM_at	CCAR1	55749
239015_PM_at	FLJ39582	439931
239016_PM_at		
239017_PM_at		
239018_PM_at	DNAJC30	84277
239019_PM_at	KLF12	11278
239020_PM_at	FUT10	84750
239021_PM_at	TLR6	10333
239022_PM_at		
239023_PM_at		
239024_PM_at	ZNF148	7707
239025_PM_at		
239026_PM_x_at	AGAP3	116988
239027_PM_at	DOCK8	81704
239028_PM_at	LYPD6	130574
239029_PM_at	TMCC1	23023
239030_PM_at		
239031_PM_at	SSTR2	6752
239032_PM_at		
239033_PM_at		
239034_PM_at	CXorf24	203414
239035_PM_at	MTHFR	4524
239036_PM_at		
239037_PM_at	GNAS	2778
239038_PM_at	C1orf52	148423
239039_PM_at		
239040_PM_at	HNRNPD	3184
239041_PM_at	HIST1H2AK	8330
239042_PM_at	TSR1	55720
239043_PM_at	ZNF404	342908
239044_PM_at	ITFG1	81533
239045_PM_at		
239046_PM_at		
239047_PM_at	FAM122C	159091
239048_PM_at		
239049_PM_at		
239050_PM_s_at		
239051_PM_at	FLJ31813	326332
239052_PM_at	HNRNPD	3184
239053_PM_at		
239054_PM_at	SFMBT1	51460
239055_PM_at		
239056_PM_at	SEC22C	9117
239057_PM_at	LMOD2	442721
239058_PM_at	FOXC2	2303
239059_PM_at	DNAH1	25981
239060_PM_at		
239061_PM_at	TPRXL	348825
239062_PM_at	LOC100131096	100131096
239063_PM_at		
239064_PM_at		
239065_PM_at		
239066_PM_at		
239067_PM_s_at	PANX2	56666
239068_PM_at	GNL1	2794
239069_PM_s_at		
239070_PM_at		
239071_PM_at	RBBP4	5928
239072_PM_at	EMB /// LOC647121	133418 /// 647121
239073_PM_at	ANKFY1	51479
239074_PM_at	GRAPL	400581
239075_PM_at		
239076_PM_at	LOC100288357	100288357
239077_PM_at	CSGALNACT2	55454
239078_PM_at	C1orf58	148362
239079_PM_at	ADAM7	8756
239080_PM_at		
239081_PM_at		
239082_PM_at	FZD3	7976
239083_PM_at	ZNF786	136051
239084_PM_at	SNAP29	9342
239085_PM_at	JDP2	122953
239086_PM_at		
239087_PM_at	ANKS4B	257629
239088_PM_at		
239089_PM_at		
239090_PM_at	FAM161A	84140
239091_PM_at		
239092_PM_at	ITGA8	8516
239093_PM_at	DHDPSL	112817
239094_PM_at	LOC730961	730961
239095_PM_at		
239096_PM_at		
239097_PM_at	C9orf4	23732
239098_PM_at	KCNRG	283518
239099_PM_at	GRINL1A	81488
239100_PM_x_at	PCNX	22990
239101_PM_at	ITCH	83737
239102_PM_s_at		
239103_PM_at		
239104_PM_at	MGC42157	439933
239105_PM_at		
239106_PM_at	CA5BP	340591
239107_PM_at	ZNF280D	54816
239108_PM_at	FAR2	55711
239109_PM_at		
239110_PM_s_at		
239111_PM_at	PRDM8	56978
239112_PM_at		
239113_PM_at		
239114_PM_at	SERGEF	26297
239115_PM_at		
239116_PM_at	ANKRD10	55608
239117_PM_at		
239118_PM_at	KCNA2	3737
239119_PM_at		
239120_PM_at	C1orf126	200197
239121_PM_at		
239122_PM_at		
239123_PM_at		
239124_PM_at		
239125_PM_at	LOC100303728	100303728
239126_PM_at	C19orf23	148046
239127_PM_at	LOC100288860	100288860
239128_PM_at		
239129_PM_at		
239130_PM_at	MIR101-1	406893
239131_PM_at		
239132_PM_at	NOS1	4842
239133_PM_at	CTDSPL2	51496
239134_PM_at		
239135_PM_at	CPPED1	55313
239136_PM_at		
239137_PM_x_at	C6orf223	221416
239138_PM_at		
239139_PM_at	CPNE9	151835
239140_PM_at		
239141_PM_at	LOC100126784	100126784
239142_PM_at	RFESD	317671
239143_PM_x_at	RNF138	51444
239144_PM_at	B3GAT2	135152
239145_PM_at	ZNF414	84330
239146_PM_at	CLDND1	56650
239147_PM_at	ARSK	153642
239148_PM_at	MARVELD3	91862
239149_PM_at		
239150_PM_at	SNTN	132203
239151_PM_at	BMS1P1 /// BMS1P5 /// LOC399753	399753 /// 399761 /// 728053
239152_PM_at		
239153_PM_at	HOTAIR	100124700
239154_PM_at		
239155_PM_at	CXADR	1525
239156_PM_at		
239157_PM_at	ZSCAN12P1	221584
239158_PM_at		
239159_PM_at	GOSR2	9570
239160_PM_at		
239161_PM_at	FDX1	2230
239162_PM_at		
239163_PM_at	UBE2B	7320
239164_PM_at		
239165_PM_at		
239166_PM_at		
239167_PM_at		
239168_PM_at	LOC150622	150622
239169_PM_at	RDM1	201299
239170_PM_at	ACTR3	10096
239171_PM_at		
239172_PM_x_at	MDFIC	29969
239173_PM_at	INADL	10207
239174_PM_at		
239175_PM_at		
239176_PM_at		
239177_PM_at	IRGQ	126298
239178_PM_at	FGF9	2254
239179_PM_at		
239180_PM_at		
239181_PM_at		
239182_PM_at	LOC401022	401022
239183_PM_at	ANGPTL1	9068
239184_PM_at		
239185_PM_at	ABCA9	10350
239186_PM_at	MGC39372	221756
239187_PM_at	DCAF16	54876
239188_PM_at	PPP2R3C	55012
239189_PM_at	CASKIN1	57524
239190_PM_at	VRK3	51231
239191_PM_at		
239192_PM_at	PARD3B	117583
239193_PM_at	FUBP3	8939
239194_PM_at	DNAJC30	84277
239195_PM_at		
239196_PM_at	ANKRD22	118932
239197_PM_s_at	EZH1	2145
239198_PM_at	EZH1	2145
239199_PM_at		
239200_PM_at		
239201_PM_at	CDK15	65061
239202_PM_at		
239203_PM_at	C7orf53	286006
239204_PM_at	ZNF75A	7627
239205_PM_s_at	CR1 /// CR1L	1378 /// 1379
239206_PM_at	CR1L	1379
239207_PM_at	KDM5C	8242
239208_PM_s_at	C21orf57	54059
239209_PM_at		
239210_PM_at		
239211_PM_at		
239212_PM_at	LTV1	84946
239213_PM_at	SERPINB1	1992
239214_PM_at	LOC100130458	100130458
239215_PM_at		
239216_PM_at	TEKT1	83659
239217_PM_x_at	ABCC3	8714
239218_PM_at		
239219_PM_at	AURKB	9212
239220_PM_at		
239221_PM_at	GPR123	84435
239222_PM_at	C9orf9	11092
239223_PM_s_at	FBXL20	84961
239224_PM_at	FBXL20	84961
239225_PM_at		
239226_PM_at	RTKN	6242
239227_PM_at		
239228_PM_at		
239229_PM_at	PHEX	5251
239230_PM_at	HES5	388585
239231_PM_at		
239232_PM_at	MSI2	124540
239233_PM_at	CCDC88A	55704
239234_PM_at		
239235_PM_at		
239236_PM_at		
239237_PM_at		
239238_PM_at		
239239_PM_at		
239240_PM_at		
239241_PM_at	LOC727869	727869
239242_PM_at	LOC100303728	100303728
239243_PM_at	ZNF638	27332
239244_PM_at		
239245_PM_at		
239246_PM_at	FARP1	10160
239247_PM_at	NCRNA00103	401577
239248_PM_at		
239249_PM_at		
239250_PM_at	ZNF542	147947
239251_PM_at		
239252_PM_at	COX7B	1349
239253_PM_at		
239254_PM_at	CCDC40	55036
239255_PM_at		
239256_PM_at		
239257_PM_at	MOV10L1	54456
239258_PM_at		
239259_PM_at	ZNF557	79230
239260_PM_at	CORIN	10699
239261_PM_s_at	CORIN	10699
239262_PM_at		
239263_PM_at		
239264_PM_at		
239265_PM_at	TMEM20	159371
239266_PM_at		
239267_PM_at	NEK6	10783
239268_PM_at	NDUFS1	4719
239269_PM_at		
239270_PM_at	PLCXD3	345557
239271_PM_at	SMAD2	4087
239272_PM_at	MMP28	79148
239273_PM_s_at	MMP28	79148
239274_PM_at		
239275_PM_at	FRMPD2L1	728798
239276_PM_at		
239277_PM_at		
239278_PM_at		
239279_PM_at	LOC730102	730102
239280_PM_at		
239281_PM_at		
239282_PM_at	CCDC41	51134
239283_PM_at	TMED5	50999
239284_PM_at		
239285_PM_at		
239286_PM_at	CDH11	1009
239287_PM_at		
239288_PM_at	TNIK	23043
239289_PM_x_at	MTMR15	22909
239290_PM_at	FRMPD4	9758
239291_PM_at		
239292_PM_at		
239293_PM_at	NRSN1	140767
239294_PM_at		
239295_PM_at	SFRS13B	135295
239296_PM_at		
239297_PM_at	C8orf79	57604
239298_PM_at		
239299_PM_at	DDI1	414301
239300_PM_at		
239301_PM_at		
239302_PM_s_at		
239303_PM_at	PIWIL2	55124
239304_PM_at	MFSD4	148808
239305_PM_at		
239306_PM_at		
239307_PM_at	MYH11	4629
239308_PM_at	DYRK1A	1859
239309_PM_at	DLX6	1750
239310_PM_at		
239311_PM_at		
239312_PM_at		
239313_PM_at	LOC401320	401320
239314_PM_at	NHLRC3	387921
239315_PM_at	FAM115C	285966
239316_PM_at	METTL12	751071
239317_PM_at	CEACAM21	90273
239318_PM_at	FAM118B	79607
239319_PM_at	LOC728342	728342
239320_PM_at	LRRC4B	94030
239321_PM_at		
239322_PM_at		
239323_PM_at		
239324_PM_at		
239325_PM_at		
239326_PM_at		
239327_PM_at		
239328_PM_at		
239329_PM_at		
239330_PM_at	DCAF12L2	340578
239331_PM_at		
239332_PM_at		
239333_PM_x_at	GSTK1	373156
239334_PM_at	ESYT2	57488
239335_PM_at	ZNF710	374655
239336_PM_at		
239337_PM_at	LOC400768	400768
239338_PM_x_at		
239339_PM_at		
239340_PM_at		
239341_PM_at		
239342_PM_at	DGKZ	8525
239343_PM_at	LOC728705	728705
239344_PM_at		
239345_PM_at	SLC19A3	80704
239346_PM_at		
239347_PM_at		
239348_PM_at		
239349_PM_at	C1QTNF7	114905
239350_PM_at	MARVELD3	91862
239351_PM_at		
239352_PM_at	SLC6A15	55117
239353_PM_at		
239354_PM_at		
239355_PM_at	GMCL1	64395
239356_PM_at	LOC100129122	100129122
239357_PM_at	ATP2B2	491
239358_PM_at		
239359_PM_at	11-Mar	441061
239360_PM_at		
239361_PM_at		
239362_PM_at	NAPA	8775
239363_PM_at		
239364_PM_at		
239365_PM_at		
239366_PM_at		
239367_PM_at	BDNF	627
239368_PM_at		
239369_PM_at	LCN8	138307
239370_PM_at		
239371_PM_at		
239372_PM_at		
239373_PM_at		
239374_PM_at	TRIM65	201292
239375_PM_at		
239376_PM_at		
239377_PM_at	EIF1AD	84285
239378_PM_at	PITRM1	10531
239379_PM_at		
239380_PM_at	C5orf27	202299
239381_PM_at	KLK7	5650
239382_PM_at	HPS1	3257
239383_PM_at		
239384_PM_at	FLJ44342	645460
239385_PM_at	TFG	10342
239386_PM_at	LOC100101266	100101266
239387_PM_at		
239388_PM_at		
239389_PM_at		
239390_PM_at	GTDC1	79712
239391_PM_at	FAM120AOS	158293
239392_PM_s_at	POGK	57645
239393_PM_at		
239394_PM_at	SLC6A2	6530
239395_PM_at	LOC100129716	100129716
239396_PM_at		
239397_PM_at		
239398_PM_at	KLHL31	401265
239399_PM_at		
239400_PM_at	FLJ45513	729220
239401_PM_at		
239402_PM_at		
239403_PM_at	CCDC120	90060
239404_PM_at		
239405_PM_at		
239406_PM_at	ZNF193	7746
239407_PM_at		
239408_PM_at		
239409_PM_at		
239410_PM_at		
239411_PM_at		
239412_PM_at	IRF5	3663
239413_PM_at	CEP152	22995
239414_PM_at		
239415_PM_at	MAP9	79884
239416_PM_at	FBXL6	26233
