ID	Gene Symbol	GENE_ID
1563008_PM_at	LOC100287877 /// LOC100293493	100287877 /// 100293493
1563009_PM_at	LOC284930	284930
1563010_PM_at		
1563012_PM_x_at		
1563013_PM_at	LOC646522	646522
1563014_PM_at	RPS15	6209
1563015_PM_at		
1563016_PM_at		
1563018_PM_at	TBX5	6910
1563019_PM_at		
1563022_PM_at	CCDC160	347475
1563023_PM_at		
1563026_PM_at		
1563027_PM_at		
1563030_PM_at		
1563031_PM_at		
1563032_PM_at		
1563033_PM_x_at		
1563034_PM_at	GPD1	2819
1563035_PM_x_at	GPD1	2819
1563036_PM_at		
1563038_PM_at		
1563039_PM_at		
1563040_PM_s_at		
1563042_PM_at	LOC338694	338694
1563043_PM_at	LOC285375	285375
1563044_PM_at		
1563045_PM_at		
1563048_PM_at		
1563051_PM_at	OSBP	5007
1563052_PM_at		
1563053_PM_at	LOC729083	729083
1563054_PM_at		
1563055_PM_at		
1563057_PM_at		
1563059_PM_at	LOC340581	340581
1563061_PM_at		
1563062_PM_at	LOC728192	728192
1563063_PM_at		
1563064_PM_at		
1563065_PM_at		
1563068_PM_at		
1563069_PM_at		
1563070_PM_at		
1563071_PM_at	LOC100289061	100289061
1563072_PM_at		
1563073_PM_at		
1563074_PM_at	LOC255654	255654
1563075_PM_s_at		
1563076_PM_x_at		
1563077_PM_at	LOC100289058	100289058
1563078_PM_at		
1563079_PM_at	LOC100289090	100289090
1563080_PM_at		
1563081_PM_at		
1563082_PM_at	LOC285045	285045
1563083_PM_s_at	LOC285045	285045
1563085_PM_at		
1563086_PM_at		
1563087_PM_at		
1563088_PM_a_at	LOC284837	284837
1563089_PM_at	LOC100287027	100287027
1563090_PM_at	CCDC33	80125
1563091_PM_at		
1563092_PM_at		
1563097_PM_at	DNAH12	201625
1563098_PM_at	IGFN1	91156
1563099_PM_at		
1563101_PM_at	ARNTL2	56938
1563102_PM_at		
1563103_PM_at		
1563104_PM_at		
1563105_PM_at		
1563106_PM_at		
1563107_PM_at		
1563108_PM_at	ELFN2	114794
1563109_PM_at		
1563110_PM_at		
1563111_PM_a_at	PIGX	54965
1563112_PM_at	FAM120AOS	158293
1563113_PM_at	UBR4	23352
1563114_PM_at		
1563115_PM_at		
1563116_PM_at		
1563117_PM_at	LOC388456	388456
1563118_PM_at		
1563119_PM_at	LOC651900	651900
1563120_PM_at	LOC100129029	100129029
1563121_PM_at		
1563127_PM_at		
1563128_PM_at	LOC100128694	100128694
1563129_PM_at		
1563130_PM_a_at		
1563131_PM_at		
1563132_PM_at		
1563133_PM_at		
1563135_PM_at		
1563136_PM_at		
1563137_PM_at	MGAT5B	146664
1563138_PM_at		
1563139_PM_at		
1563142_PM_at		
1563143_PM_at		
1563145_PM_at	C11orf64	283197
1563147_PM_at		
1563149_PM_at		
1563154_PM_at		
1563157_PM_at		
1563160_PM_at	F11	2160
1563162_PM_at		
1563165_PM_at		
1563166_PM_at		
1563168_PM_at		
1563169_PM_at		
1563170_PM_at		
1563171_PM_at		
1563173_PM_at		
1563174_PM_at		
1563178_PM_at		
1563179_PM_at		
1563181_PM_a_at		
1563182_PM_at	ACVR1C	130399
1563185_PM_at		
1563186_PM_at		
1563187_PM_at		
1563188_PM_at		
1563189_PM_at		
1563190_PM_at		
1563203_PM_at		
1563204_PM_at	ZNF627	199692
1563207_PM_at	C3orf65	646600
1563208_PM_s_at	C3orf65	646600
1563209_PM_a_at	MACROD2	140733
1563210_PM_at		
1563217_PM_at		
1563219_PM_at		
1563221_PM_at	LOC414300	414300
1563222_PM_at		
1563223_PM_a_at	CENPI	2491
1563224_PM_at		
1563225_PM_a_at		
1563226_PM_at	SLC38A10	124565
1563228_PM_x_at	SLC38A10	124565
1563229_PM_at	DLEU2	8847
1563235_PM_at		
1563241_PM_at		
1563243_PM_at		
1563244_PM_at		
1563245_PM_at		
1563246_PM_at		
1563247_PM_at		
1563250_PM_at		
1563252_PM_at	ERBB3	2065
1563253_PM_s_at	ERBB3	2065
1563254_PM_a_at		
1563255_PM_at		
1563259_PM_at		
1563260_PM_at	C9orf107	414319
1563263_PM_at	PLCG2	5336
1563265_PM_at		
1563271_PM_at		
1563272_PM_at	TBC1D8B	54885
1563273_PM_at		
1563274_PM_at		
1563277_PM_at		
1563279_PM_at		
1563283_PM_at		
1563287_PM_at		
1563290_PM_at	DNAH3	55567
1563295_PM_at		
1563296_PM_at		
1563297_PM_s_at		
1563298_PM_at		
1563299_PM_at		
1563300_PM_at		
1563302_PM_at		
1563303_PM_at		
1563310_PM_a_at		
1563312_PM_at		
1563315_PM_s_at	ERICH1	157697
1563316_PM_at		
1563318_PM_s_at	MAGIX	79917
1563319_PM_at		
1563320_PM_at		
1563321_PM_s_at	MLLT10	8028
1563324_PM_at	LOC100129603	100129603
1563325_PM_at		
1563327_PM_a_at	CXorf31	724087
1563329_PM_s_at		
1563331_PM_at		
1563332_PM_at		
1563333_PM_at		
1563335_PM_at	IRGM	345611
1563339_PM_at		
1563340_PM_at		
1563341_PM_at		
1563344_PM_at		
1563345_PM_at		
1563346_PM_at	D21S2089E	246312
1563348_PM_at		
1563351_PM_at		
1563357_PM_at		
1563360_PM_at		
1563361_PM_at	RNF216	54476
1563362_PM_at	D21S2090E	266918
1563364_PM_at		
1563367_PM_at	LOC100128977	100128977
1563369_PM_at	NCRNA00173	100287569
1563370_PM_at		
1563371_PM_at		
1563373_PM_at	LOC731223	731223
1563376_PM_at		
1563379_PM_at		
1563385_PM_at	D21S2091E	266919
1563386_PM_at		
1563389_PM_at		
1563391_PM_at		
1563392_PM_at		
1563396_PM_x_at		
1563397_PM_at		
1563398_PM_at		
1563404_PM_at		
1563405_PM_at	ATP4B	496
1563407_PM_x_at	ATP4B	496
1563414_PM_at		
1563420_PM_at	XGPY2	100132596
1563425_PM_at		
1563426_PM_a_at	LOC644613	644613
1563427_PM_at		
1563431_PM_x_at	LOC100287237	100287237
1563445_PM_x_at	LOC1518	1518
1563450_PM_at	DEFB107A /// DEFB107B	245910 /// 503614
1563452_PM_at	AVL9	23080
1563453_PM_at		
1563454_PM_at	SOX6	55553
1563455_PM_at	SIK3	23387
1563456_PM_at	CCDC141 /// LOC285026	285025 /// 285026
1563458_PM_at	PARVA	55742
1563460_PM_at		
1563461_PM_at		
1563462_PM_at	LOC285419	285419
1563465_PM_at	PKD1L1	168507
1563466_PM_at	MYLK	4638
1563467_PM_at		
1563468_PM_at		
1563469_PM_at		
1563471_PM_at	KIAA1632	57724
1563472_PM_at		
1563473_PM_at		
1563474_PM_at	C12orf72	254013
1563475_PM_s_at	C12orf72	254013
1563477_PM_at		
1563478_PM_at	KIAA1671	85379
1563480_PM_at		
1563482_PM_at		
1563483_PM_at	FAM91A2	57234
1563484_PM_at		
1563485_PM_at	LOC100294350	100294350
1563486_PM_at		
1563487_PM_at		
1563488_PM_at	TMEM132B	114795
1563489_PM_at	LOC285638	285638
1563494_PM_at		
1563495_PM_at	SLC9A11	284525
1563496_PM_at	STL	7955
1563497_PM_at	USP25	29761
1563498_PM_s_at	SLC25A45	283130
1563502_PM_at	ZDHHC2	51201
1563503_PM_at		
1563505_PM_at	DUSP16	80824
1563507_PM_at		
1563509_PM_at		
1563511_PM_at	DKFZp451B082	401282
1563512_PM_at	NOS1AP	9722
1563513_PM_at	SYTL4	94121
1563519_PM_at		
1563521_PM_at	MOBKL2B	79817
1563522_PM_at	DDX10	1662
1563523_PM_at		
1563524_PM_a_at	NCRNA00203	319085
1563528_PM_at	LOC91149	91149
1563529_PM_at	HYDIN2	100288805
1563531_PM_at		
1563532_PM_at	HMCN2	256158
1563533_PM_at	GADL1	339896
1563536_PM_at		
1563539_PM_at		
1563540_PM_at		
1563541_PM_at		
1563542_PM_a_at	SCML4	256380
1563546_PM_at		
1563549_PM_a_at	ANO8	57719
1563553_PM_at		
1563557_PM_at		
1563559_PM_at	FMN1	342184
1563560_PM_at	AHNAK	79026
1563561_PM_at		
1563563_PM_at	CCDC40	55036
1563565_PM_at	INPP5B	3633
1563568_PM_at		
1563569_PM_at		
1563571_PM_at	LOC285463	285463
1563572_PM_at	LOC152274	152274
1563573_PM_at		
1563577_PM_at		
1563581_PM_at	LOC285456	285456
1563584_PM_at	FAM38B	63895
1563586_PM_at	LOC401324	401324
1563587_PM_at	CDH4	1002
1563589_PM_at	LOC340184	340184
1563590_PM_at		
1563591_PM_at		
1563595_PM_at	SRGAP3	9901
1563596_PM_at		
1563597_PM_at		
1563601_PM_at		
1563606_PM_a_at	LOC286359	286359
1563607_PM_x_at	LOC286359	286359
1563608_PM_a_at	KCNT1	57582
1563610_PM_at	LOC157273	157273
1563611_PM_at		
1563612_PM_at		
1563614_PM_at	MTBP	27085
1563620_PM_at	BTRC	8945
1563621_PM_at		
1563629_PM_a_at		
1563632_PM_at	LOC220980	220980
1563635_PM_at		
1563637_PM_at	LOC729652	729652
1563638_PM_at	FAM18A	780776
1563639_PM_a_at	FHAD1	114827
1563641_PM_a_at	SNX20	124460
1563643_PM_at		
1563646_PM_a_at	TMEM67	91147
1563649_PM_at		
1563654_PM_at	C8orf66	619427
1563655_PM_at	TNNT2	7139
1563656_PM_at		
1563657_PM_at	PLXND1	23129
1563658_PM_a_at	SYT9	143425
1563659_PM_at	HERC6	55008
1563660_PM_at		
1563662_PM_at	LOC285778	285778
1563668_PM_at	MORN1	79906
1563670_PM_at	ZSCAN23	222696
1563671_PM_at	LACE1	246269
1563673_PM_a_at	ALS2CR11	151254
1563674_PM_at	FCRL2	79368
1563677_PM_at		
1563679_PM_at	LOC150577	150577
1563680_PM_at	LOC284950	284950
1563681_PM_at		
1563685_PM_at	LOC285422	285422
1563687_PM_a_at	FRYL	285527
1563690_PM_at	PPP4R1	9989
1563691_PM_at	LOC285300	285300
1563692_PM_at		
1563693_PM_at		
1563696_PM_at	HSD17B4	3295
1563704_PM_at		
1563706_PM_at		
1563707_PM_at		
1563708_PM_at	SFXN5	94097
1563709_PM_at	LOC100127955 /// LOC100128374	100127955 /// 100128374
1563715_PM_at		
1563719_PM_a_at		
1563720_PM_at		
1563721_PM_at		
1563724_PM_at		
1563725_PM_at	ZNF583	147949
1563728_PM_at	NCRNA00032	158035
1563742_PM_at	LOC643650	643650
1563743_PM_at	C1orf180	439927
1563744_PM_a_at	DISC1	27185
1563745_PM_a_at	LOC283050	283050
1563750_PM_at	FLJ43944	400593
1563753_PM_at	LOC149684	149684
1563754_PM_at	GRIK2	2898
1563770_PM_at	ZBTB8B	728116
1563771_PM_a_at		
1563772_PM_a_at	LAMA3	3909
1563776_PM_at		
1563781_PM_at	LOC285949	285949
1563783_PM_a_at	ZNF333	84449
1563787_PM_a_at	CAGE1	285782
1563792_PM_at		
1563793_PM_at	LOC100130278	100130278
1563794_PM_s_at	IFT122	55764
1563796_PM_s_at	EARS2	124454
1563797_PM_at		
1563800_PM_at	LOC283140	283140
1563801_PM_at		
1563802_PM_at	LOC284551	284551
1563805_PM_a_at	FAM83C	128876
1563808_PM_at	MCF2L	23263
1563809_PM_a_at	MCF2L	23263
1563814_PM_at	C2orf50	130813
1563816_PM_at	GAB4	128954
1563821_PM_at	LOC170425	170425
1563822_PM_at	LOC100131763	100131763
1563825_PM_at		
1563827_PM_at	LOC158434	158434
1563828_PM_at		
1563830_PM_a_at	FHAD1	114827
1563833_PM_at		
1563834_PM_a_at	AKNAD1	254268
1563839_PM_at	TBC1D7	51256
1563840_PM_at		
1563841_PM_at		
1563842_PM_at	PIGG	54872
1563845_PM_at	FAM153B	202134
1563849_PM_at	SH2D4B	387694
1563853_PM_at	LOC283045	283045
1563854_PM_s_at	LOC283045	283045
1563856_PM_at		
1563858_PM_at		
1563860_PM_at	LOC400965	400965
1563862_PM_at	TCEANC	170082
1563863_PM_x_at	TCEANC	170082
1563867_PM_at	LOC283194	283194
1563868_PM_a_at	C9orf79	286234
1563872_PM_at	LOC284395	284395
1563874_PM_at	WDR72	256764
1563876_PM_at	C1orf220	400798
1563878_PM_a_at	LOC338963	338963
1563881_PM_at		
1563882_PM_a_at	RAPGEF5	9771
1563884_PM_at		
1563886_PM_at		
1563887_PM_at	INTS4L1	285905
1563894_PM_at	LOC441178	441178
1563897_PM_at	CRABP1	1381
1563898_PM_at		
1563899_PM_at	LCTL	197021
1563900_PM_at	FAM83B	222584
1563902_PM_at		
1563903_PM_x_at		
1563904_PM_at	LOC100129620	100129620
1563906_PM_at	SOBP	55084
1563907_PM_at	GARNL3	84253
1563913_PM_at		
1563916_PM_at	LOC283089	283089
1563919_PM_a_at	CCDC123	84902
1563920_PM_at	FAM45A	404636
1563927_PM_a_at	LOC401463	401463
1563933_PM_a_at	PLD5	200150
1563934_PM_at		
1563941_PM_at		
1563943_PM_at	PPARGC1B	133522
1563945_PM_at	LOC284100	284100
1563946_PM_at		
1563947_PM_a_at	ERC1	23085
1563949_PM_at		
1563950_PM_at		
1563958_PM_at		
1563961_PM_at	FHAD1	114827
1563963_PM_at		
1563969_PM_at	FLJ33360	401172
1563970_PM_at	LOC100130998	100130998
1563975_PM_at	RNF130	55819
1563978_PM_at	LOC728690	728690
1563983_PM_at	LOC100190939	100190939
1563985_PM_at		
1563993_PM_at		
1563997_PM_at	TSGA14	95681
1564000_PM_at	ANKRD31	256006
1564002_PM_a_at	AKD1	221264
1564003_PM_at		
1564004_PM_at		
1564007_PM_at		
1564008_PM_at	COL27A1	85301
1564010_PM_at	CAST	831
1564012_PM_at	LOC100132354	100132354
1564014_PM_at		
1564015_PM_at	FAM38B	63895
1564017_PM_at	NCRNA00175	378832
1564021_PM_at	LOC100130456	100130456
1564022_PM_at	ZNF804B	219578
1564027_PM_a_at	FAM115C	285966
1564028_PM_s_at	FAM115C	285966
1564029_PM_at	USP49	25862
1564031_PM_a_at	RELL2	285613
1564039_PM_at	ZSCAN23	222696
1564040_PM_a_at	LOC283999	283999
1564044_PM_at	KNCN	148930
1564049_PM_at	LOC339593	339593
1564050_PM_at	LOC100131347	100131347
1564051_PM_at		
1564052_PM_at	TREML4	285852
1564053_PM_a_at	YTHDF3	253943
1564056_PM_at		
1564060_PM_at	LOC144742	144742
1564063_PM_a_at	ATP11B	23200
1564064_PM_a_at	ATP11B	23200
1564066_PM_at	TMEM151B	441151
1564067_PM_x_at	TMEM151B	441151
1564069_PM_at	NCRNA00213	100316868
1564070_PM_s_at	NCRNA00213	100316868
1564072_PM_at	MYH16	84176
1564074_PM_at		
1564075_PM_a_at	C17orf104	284071
1564077_PM_at		
1564078_PM_at		
1564083_PM_at		
1564084_PM_at	CAD	790
1564093_PM_at	NEK1	4750
1564097_PM_at		
1564107_PM_at		
1564109_PM_at	LOC284865	284865
1564112_PM_at	FAM71A	149647
1564117_PM_at	HMCN2	256158
1564121_PM_at		
1564122_PM_at	LOC283875	283875
1564125_PM_at	LOC285857	285857
1564128_PM_at		
1564129_PM_a_at		
1564130_PM_x_at		
1564131_PM_a_at		
1564134_PM_at		
1564138_PM_at	FBXW12	285231
1564139_PM_at	LOC144571	144571
1564143_PM_at		
1564144_PM_at		
1564148_PM_at		
1564149_PM_at		
1564150_PM_a_at	LOC256021	256021
1564151_PM_at		
1564152_PM_at	FLJ35816	401114
1564154_PM_at		
1564155_PM_x_at		
1564157_PM_at	FLJ33544	728283
1564158_PM_a_at	LOC100130894	100130894
1564160_PM_at	DTHD1	401124
1564164_PM_at	DENND1B	163486
1564165_PM_at	PRKRIP1	79706
1564166_PM_s_at	PRKRIP1	79706
1564168_PM_a_at	LOC93444	93444
1564169_PM_at		
1564175_PM_at		
1564178_PM_at	LOC283033	283033
1564190_PM_x_at	ZNF519	162655
1564192_PM_at		
1564193_PM_at	FLJ39061	165057
1564194_PM_a_at	MS4A15	219995
1564198_PM_a_at	C10orf90	118611
1564200_PM_at	LOC646324	646324
1564202_PM_at	LOC100131756	100131756
1564203_PM_at	LOC147004	147004
1564204_PM_at	FAM91A2	57234
1564207_PM_at	FLJ35390	255031
1564208_PM_x_at	FLJ35390	255031
1564209_PM_at	LOC282980	282980
1564211_PM_at	C14orf64	388011
1564212_PM_at	LOC100289084	100289084
1564215_PM_at		
1564220_PM_a_at		
1564224_PM_x_at	LOC283314	283314
1564227_PM_at		
1564229_PM_at	LOC729173	729173
1564231_PM_at	IFT80	57560
1564232_PM_at	LOC441528	441528
1564233_PM_at	FLJ33534	285150
1564235_PM_at	LOC729866	729866
1564236_PM_at		
1564237_PM_at		
1564238_PM_a_at	WDR49	151790
1564240_PM_at	LOC100130856	100130856
1564241_PM_at	ATP1A4	480
1564242_PM_at		
1564244_PM_a_at		
1564248_PM_at		
1564250_PM_at		
1564251_PM_at	EMID1	129080
1564253_PM_at	LOC285766	285766
1564254_PM_at	KY	339855
1564257_PM_at	LOC100132116	100132116
1564259_PM_at		
1564262_PM_at		
1564263_PM_at	LOC144817	144817
1564264_PM_at		
1564272_PM_a_at	KLHDC1	122773
1564273_PM_at		
1564274_PM_at	C9orf47	286223
1564276_PM_at	C5orf56	441108
1564277_PM_a_at	LOC100133920 /// LOC286297	100133920 /// 286297
1564280_PM_x_at	LOC100133920 /// LOC286297 /// MTHFD1L	100133920 /// 25902 /// 286297
1564281_PM_at	LOC285708	285708
1564282_PM_a_at	LOC285708	285708
1564285_PM_at	HFM1	164045
1564287_PM_at	LOC144776	144776
1564291_PM_at		
1564292_PM_at		
1564294_PM_at		
1564295_PM_at	FLJ25917	401585
1564299_PM_at	LOC100127940	100127940
1564300_PM_at	LOC100129058	100129058
1564301_PM_a_at	RPAIN	84268
1564306_PM_at		
1564307_PM_a_at	A2ML1	144568
1564308_PM_a_at	MPP7	143098
1564309_PM_at	LOC285045	285045
1564310_PM_a_at	PARP15	165631
1564314_PM_at	LOC219690	219690
1564315_PM_at	C8orf49	606553
1564317_PM_at		
1564318_PM_at		
1564319_PM_at	FAM71E2	284418
1564323_PM_at		
1564327_PM_at	FLJ32790	642696
1564331_PM_at	ZNF846	162993
1564333_PM_a_at	PSAPL1	768239
1564334_PM_at		
1564336_PM_at		
1564337_PM_at		
1564338_PM_at		
1564339_PM_a_at	CHRM3	1131
1564344_PM_at	ATP9B	374868
1564351_PM_at		
1564352_PM_at	CECR3	27442
1564356_PM_at	ZNF568	374900
1564357_PM_at	ABHD12B	145447
1564358_PM_at		
1564359_PM_a_at	LOC339260	339260
1564360_PM_a_at	LOC339260	339260
1564362_PM_x_at	ZNF843	283933
1564367_PM_at	NCRNA00236	392459
1564368_PM_a_at		
1564369_PM_at		
1564371_PM_a_at	CASC2	255082
1564372_PM_s_at	CASC2	255082
1564373_PM_a_at	LOC283887	283887
1564377_PM_at	SHANK2	22941
1564378_PM_a_at		
1564379_PM_at		
1564381_PM_s_at		
1564383_PM_s_at	FLJ35934	400579
1564385_PM_at	LOC219688	219688
1564386_PM_at	TXNDC8	255220
1564387_PM_at	DOPEY1	23033
1564389_PM_at		
1564391_PM_at		
1564392_PM_at	C21orf131	387486
1564399_PM_a_at	ARMCX4	100131755
1564400_PM_at	C18orf62	284274
1564401_PM_at	LOC400748	400748
1564402_PM_at	LOC146795	146795
1564403_PM_at	LOC100129250	100129250
1564405_PM_at		
1564407_PM_a_at		
1564413_PM_at	FLJ36116	388666
1564414_PM_a_at	PNLDC1	154197
1564421_PM_at		
1564423_PM_a_at	SEC16B	89866
1564424_PM_at		
1564426_PM_x_at	LOC389634	389634
1564429_PM_at		
1564430_PM_at		
1564431_PM_a_at	LCNL1	401562
1564435_PM_a_at	KRT72	140807
1564438_PM_at		
1564439_PM_a_at	C11orf36	283303
1564443_PM_at	DLEU2	8847
1564444_PM_at	LOC100130264	100130264
1564446_PM_at	LOC284930	284930
1564449_PM_at	LOC100130353	100130353
1564451_PM_at		
1564459_PM_at	LOC100129427	100129427
1564460_PM_at	LOC286442	286442
1564463_PM_at	LOC283711	283711
1564466_PM_at	LOC727973	727973
1564467_PM_at	FAM161A	84140
1564468_PM_at		
1564469_PM_at	LMOD3	56203
1564471_PM_at	LOC100130815	100130815
1564472_PM_at	LOC100132080	100132080
1564473_PM_at	ESCO2	157570
1564474_PM_at	LOC728723	728723
1564475_PM_s_at	LOC728723	728723
1564479_PM_a_at		
1564482_PM_at	ATP5O	539
1564485_PM_at	LOC100131551	100131551
1564490_PM_at	LOC100128830	100128830
1564491_PM_at	CXorf18	619455
1564494_PM_s_at	P4HB	5034
1564498_PM_at		
1564499_PM_at	C14orf81	153514
1564504_PM_at	ACCN5	51802
1564510_PM_at		
1564511_PM_a_at	FSTL4	23105
1564514_PM_at	SNRK	54861
1564520_PM_s_at	PRMT5	10419
1564521_PM_x_at	PRMT5	10419
1564525_PM_at		
1564533_PM_at	LOC732096	732096
1564536_PM_at	ASB10	136371
1564537_PM_a_at	ASB10	136371
1564539_PM_at	LOC647323	647323
1564544_PM_x_at		
1564545_PM_a_at		
1564547_PM_x_at		
1564548_PM_at	LOC642620	642620
1564552_PM_at		
1564559_PM_at	LOC728073	728073
1564561_PM_at		
1564567_PM_at		
1564568_PM_at		
1564573_PM_at	LOC402778	402778
1564580_PM_at		
1564584_PM_at		
1564590_PM_a_at	OFCC1	266553
1564591_PM_a_at	TMC1	117531
1564595_PM_at		
1564598_PM_a_at	VWA3B	200403
1564600_PM_a_at	CCDC36	339834
1564601_PM_at	LOC286123	286123
1564603_PM_at	C15orf55	256646
1564610_PM_at		
1564620_PM_at		
1564621_PM_a_at	MEI1	150365
1564626_PM_at		
1564627_PM_at	DNAJC13	23317
1564628_PM_at		
1564630_PM_at	EDN1	1906
1564631_PM_at		
1564632_PM_at		
1564635_PM_a_at	FHAD1	114827
1564637_PM_a_at	FAM98B	283742
1564639_PM_at	LOC389906	389906
1564640_PM_at	MGA	23269
1564642_PM_at	RUNX1T1	862
1564651_PM_at	LOC221710	221710
1564653_PM_s_at	LEKR1	389170
1564654_PM_at		
1564656_PM_at		
1564658_PM_at	C7orf52	375607
1564660_PM_at	LOC100131864	100131864
1564662_PM_at	ZNF852	285346
1564665_PM_at		
1564670_PM_at	LOC100190938	100190938
1564672_PM_at		
1564674_PM_a_at	CDC20B	166979
1564676_PM_a_at		
1564679_PM_at	ASB15	142685
1564683_PM_at	LOC283868	283868
1564684_PM_at	BTN2A2	10385
1564685_PM_a_at		
1564688_PM_a_at	RAD9B	144715
1564690_PM_at		
1564691_PM_at	LOC100128594	100128594
1564697_PM_a_at	LOC400752	400752
1564699_PM_at		
1564701_PM_at		
1564705_PM_at	GLS2	27165
1564706_PM_s_at	GLS2	27165
1564707_PM_x_at	GLS2	27165
1564709_PM_at	LOC286238	286238
1564713_PM_a_at	FOXN4	121643
1564718_PM_at		
1564721_PM_at		
1564729_PM_at		
1564733_PM_at		
1564736_PM_a_at	CASP12	120329
1564744_PM_at		
1564746_PM_at	NHEDC2	133308
1564749_PM_at	LOC100289045	100289045
1564753_PM_at		
1564757_PM_a_at	CCDC148	130940
1564758_PM_at	LOC643659	643659
1564760_PM_at		
1564763_PM_at		
1564765_PM_at		
1564767_PM_at		
1564772_PM_at		
1564773_PM_x_at		
1564776_PM_at		
1564777_PM_at	HYALP1	26062
1564778_PM_at		
1564783_PM_x_at	OFCC1	266553
1564784_PM_at		
1564785_PM_at	C14orf183	196913
1564786_PM_at	LOC338667	338667
1564787_PM_at	LOC643923	643923
1564789_PM_at		
1564790_PM_at	ST7OT2	93654
1564794_PM_at		
1564795_PM_at		
1564796_PM_at	EMP1	2012
1564798_PM_at		
1564802_PM_at		
1564803_PM_at	KRTAP11-1	337880
1564805_PM_a_at	OFCC1	266553
1564807_PM_at	LOC100288320	100288320
1564813_PM_at		
1564816_PM_at	C14orf178	283579
1564819_PM_at		
1564820_PM_at		
1564821_PM_at		
1564822_PM_at		
1564823_PM_at	CDC42BPG	55561
1564828_PM_at	KIAA1211	57482
1564836_PM_at		
1564837_PM_at	LOC151760	151760
1564838_PM_a_at	LOC151760	151760
1564840_PM_at		
1564841_PM_at		
1564851_PM_at		
1564854_PM_at		
1564855_PM_at	LOC100287507 /// LOC727924	100287507 /// 727924
1564856_PM_s_at	LOC727924	727924
1564868_PM_a_at	FAM117B	150864
1564872_PM_at		
1564876_PM_s_at	FOXP2	93986
1564878_PM_at		
1564881_PM_at	LOC152578	152578
1564882_PM_at		
1564883_PM_a_at	TAS1R1	80835
1564886_PM_at		
1564887_PM_at		
1564897_PM_at	TNR	7143
1564905_PM_at		
1564906_PM_at	SNHG4	724102
1564907_PM_s_at	MATR3 /// SNHG4	724102 /// 9782
1564909_PM_at		
1564911_PM_at	SNHG4	724102
1564921_PM_at	KRTAP13-1	140258
1564931_PM_at		
1564932_PM_at		
1564933_PM_at		
1564936_PM_at		
1564937_PM_at		
1564940_PM_at		
1564945_PM_at	TBX20	57057
1564949_PM_at		
1564950_PM_at		
1564960_PM_at	KRTAP7-1	337878
1564962_PM_at	ZNF92	168374
1564963_PM_x_at	ZNF92	168374
1564964_PM_at		
1564965_PM_at		
1564970_PM_at	SETDB2	83852
1564972_PM_x_at	SETDB2	83852
1564974_PM_at	KRTAP8-1	337879
1564984_PM_at		
1564985_PM_a_at	SLC8A1	6546
1564996_PM_at		
1565000_PM_a_at	TCP11L2	255394
1565002_PM_at		
1565016_PM_at	PRMT1	3276
1565026_PM_a_at	OFCC1	266553
1565027_PM_at	OFCC1	266553
1565034_PM_s_at	AFF3 /// MLL	3899 /// 4297
1565065_PM_at	OFCC1	266553
1565073_PM_at		
1565080_PM_at	SRC	6714
1565082_PM_x_at	SRC	6714
1565105_PM_at		
1565107_PM_x_at		
1565111_PM_x_at	OFCC1	266553
1565130_PM_at	MAP3K2	10746
1565131_PM_x_at	MAP3K2	10746
1565132_PM_at	RBMY3AP	64593
1565149_PM_at	DYNC2H1	79659
1565150_PM_at		
1565152_PM_at		
1565162_PM_s_at	MGST1	4257
1565192_PM_at		
1565228_PM_s_at	ALB	213
1565242_PM_at	TNXB	7148
1565254_PM_s_at	ELL	8178
1565265_PM_at		
1565269_PM_s_at	ATF1	466
1565282_PM_at		
1565306_PM_a_at	SLC8A1	6546
1565320_PM_at	RBMY3AP	64593
1565325_PM_at	SNHG4	724102
1565329_PM_at	POLE4	56655
1565337_PM_at	DNAH6	1768
1565338_PM_x_at	DNAH6	1768
1565339_PM_at	DNAH10	196385
1565346_PM_a_at	ATP1A4	480
1565347_PM_s_at	TFE3	7030
1565358_PM_at	RARA	5914
1565389_PM_s_at	GRM5	2915
1565406_PM_a_at	LHX9	56956
